As of date,As of time,Areas,Cumulative number of cases,Number of new cases,Shincheonji Church of Jesus,Cheongdo-gun Daenam Hospital related,Imported cases,Others,With epidemiological linkage to a cluster or known confirmed case,Others##
20/03/2020,0:00,Cheonbuk,10,0,,,,,4,6
20/03/2020,0:00,Cheonnam,5,0,,,,,4,1
20/03/2020,0:00,Gyeongbuk,1203,13,,,,,870,333
20/03/2020,0:00,Gyeongnam,87,1,,,,,70,17
20/03/2020,0:00,Jeju,4,0,,,,,0,4
20/03/2020,0:00,Quarantine,17,1,,,,,17,0
21/03/2020,0:00,Seoul,314,15,,,,,223,91
21/03/2020,0:00,Busan,108,0,,,,,78,30
21/03/2020,0:00,Daegu,6344,69,,,,,5242,1102
21/03/2020,0:00,Incheon,40,4,,,,,32,8
21/03/2020,0:00,Gwangju,18,0,,,,,15,3
21/03/2020,0:00,Daejeon,22,0,,,,,12,10
21/03/2020,0:00,Ulsan,36,0,,,,,26,10
21/03/2020,0:00,Sejong,41,0,,,,,38,3
21/03/2020,0:00,Gyeonggi,321,12,,,,,262,59
21/03/2020,0:00,Gangwon,30,0,,,,,21,9
21/03/2020,0:00,Chungbuk,34,1,,,,,28,6
21/03/2020,0:00,Chungnam,119,0,,,,,112,7
21/03/2020,0:00,Cheonbuk,10,0,,,,,4,6
21/03/2020,0:00,Cheonnam,5,0,,,,,4,1
21/03/2020,0:00,Gyeongbuk,1243,40,,,,,910,333
21/03/2020,0:00,Gyeongnam,87,0,,,,,70,17
21/03/2020,0:00,Jeju,4,0,,,,,0,4
21/03/2020,0:00,Quarantine,23,6,,,,,23,0
22/03/2020,0:00,Seoul,324,10,,,,,230,94
22/03/2020,0:00,Busan,108,0,,,,,78,30
22/03/2020,0:00,Daegu,6387,43,,,,,5302,1085
22/03/2020,0:00,Incheon,40,0,,,,,32,8
22/03/2020,0:00,Gwangju,19,1,,,,,15,4
22/03/2020,0:00,Daejeon,24,2,,,,,13,11
22/03/2020,0:00,Ulsan,36,0,,,,,26,10
22/03/2020,0:00,Sejong,41,0,,,,,38,3
22/03/2020,0:00,Gyeonggi,337,16,,,,,275,62
22/03/2020,0:00,Gangwon,30,0,,,,,21,9
22/03/2020,0:00,Chungbuk,35,1,,,,,28,7
22/03/2020,0:00,Chungnam,120,1,,,,,112,8
22/03/2020,0:00,Cheonbuk,10,0,,,,,4,6
22/03/2020,0:00,Cheonnam,6,1,,,,,4,2
22/03/2020,0:00,Gyeongbuk,1254,11,,,,,918,336
22/03/2020,0:00,Gyeongnam,88,1,,,,,71,17
22/03/2020,0:00,Jeju,4,0,,,,,0,4
22/03/2020,0:00,Quarantine,34,11,,,,,34,0
23/03/2020,0:00,Seoul,330,6,,,,,233,97
23/03/2020,0:00,Busan,109,1,,,,,78,31
23/03/2020,0:00,Daegu,6411,24,,,,,5334,1077
23/03/2020,0:00,Incheon,40,0,,,,,32,8
23/03/2020,0:00,Gwangju,19,0,,,,,15,4
23/03/2020,0:00,Daejeon,24,0,,,,,13,11
23/03/2020,0:00,Ulsan,36,0,,,,,26,10
23/03/2020,0:00,Sejong,42,1,,,,,38,4
23/03/2020,0:00,Gyeonggi,351,14,,,,,286,65
23/03/2020,0:00,Gangwon,30,0,,,,,21,9
23/03/2020,0:00,Chungbuk,37,2,,,,,30,7
23/03/2020,0:00,Chungnam,120,0,,,,,112,8
23/03/2020,0:00,Cheonbuk,10,0,,,,,4,6
23/03/2020,0:00,Cheonnam,6,0,,,,,4,2
23/03/2020,0:00,Gyeongbuk,1256,2,,,,,921,335
23/03/2020,0:00,Gyeongnam,89,1,,,,,72,17
23/03/2020,0:00,Jeju,4,0,,,,,0,4
23/03/2020,0:00,Quarantine,47,13,,,,,47,0
24/03/2020,0:00,Seoul,334,4,,,,,233,101
24/03/2020,0:00,Busan,111,2,,,,,80,31
24/03/2020,0:00,Daegu,6442,31,,,,,5358,1084
24/03/2020,0:00,Incheon,41,1,,,,,32,9
24/03/2020,0:00,Gwangju,19,0,,,,,15,4
24/03/2020,0:00,Daejeon,24,0,,,,,13,11
24/03/2020,0:00,Ulsan,36,0,,,,,26,10
24/03/2020,0:00,Sejong,42,0,,,,,38,4
24/03/2020,0:00,Gyeonggi,366,15,,,,,293,73
24/03/2020,0:00,Gangwon,30,0,,,,,21,9
24/03/2020,0:00,Chungbuk,38,1,,,,,31,7
24/03/2020,0:00,Chungnam,120,0,,,,,112,8
24/03/2020,0:00,Cheonbuk,10,0,,,,,4,6
24/03/2020,0:00,Cheonnam,6,0,,,,,4,2
24/03/2020,0:00,Gyeongbuk,1257,1,,,,,932,325
24/03/2020,0:00,Gyeongnam,90,1,,,,,73,17
24/03/2020,0:00,Jeju,4,0,,,,,0,4
24/03/2020,0:00,Quarantine,67,20,,,,,0,67
