編號 No.,區 District,地址 Address,家居檢疫最後日期 End Date of Home Quarantine Order
60,中西區 Central & Western,"皇后大道西242-244號
NO.242-244 QUEEN'S ROAD WEST",08/03/2020
61,中西區 Central & Western,"皇后大道西409號怡景花園2座
BLOCK 2, ELEGANT GARDEN, NO.409 QUEEN'S ROAD WEST",08/03/2020
62,中西區 Central & Western,"皇后大道西421號華明中心B座
BLOCK B, WAH MING CENTRE, NO.421 QUEEN'S ROAD WEST",08/03/2020
63,中西區 Central & Western,"皇后街1號帝后華庭2座
BLOCK 2, QUEEN'S TERRACE, NO.1 QUEEN STREET",08/03/2020
64,中西區 Central & Western,"海景大廈
SEA VIEW MANSION",08/03/2020
65,中西區 Central & Western,"高街17號
NO.17 HIGH STREET",08/03/2020
66,中西區 Central & Western,"麥當勞道1號
1 MACDONNELL ROAD",08/03/2020
67,中西區 Central & Western,"普頓臺
PRINCETON TOWER",08/03/2020
68,中西區 Central & Western,"景賜大廈
KING'S BUILDING",08/03/2020
69,中西區 Central & Western,"新街市街8號康威花園A座
BLOCK A, HONGWAY GARDEN, NO.8 NEW MARKET STREET",08/03/2020
70,中西區 Central & Western,"業昌大廈
YIP CHEUNG BUILDING",08/03/2020
71,中西區 Central & Western,"豪華大廈C座
BLOCK C, HOOVER MANSION",08/03/2020
72,中西區 Central & Western,"德東樓
TAK TUNG HOUSE",08/03/2020
73,中西區 Central & Western,"德輔道西402-404號創業中心A座
BLOCK A, CHONG YIP CENTRE, NO.402-404 DES VOEUX ROAD WEST",08/03/2020
74,中西區 Central & Western,"德輔道西432號均益大廈第一期
PHASE I, KWAN YICK BUILDING, NO.432 DES VOEUX ROAD WEST",08/03/2020
75,中西區 Central & Western,"璈珀
",08/03/2020
76,中西區 Central & Western,"輝煌豪園
PALATIAL CREST",08/03/2020
77,中西區 Central & Western,"適安大廈
SIK ON HOUSE",08/03/2020
78,中西區 Central & Western,"賴恩樓
LAI YAN LAU",08/03/2020
79,中西區 Central & Western,"薄扶林道101號學士臺1座
BLOCK 1, ACADEMIC TERRACE, NO.101 POK FU LAM ROAD",08/03/2020
80,中西區 Central & Western,"瀚然
AREZZO",08/03/2020
81,中西區 Central & Western,"中源中心B座
BLOCK B, MIDLAND CENTRE",09/03/2020
82,中西區 Central & Western,"正德大廈
CHING TAK BUILDING",09/03/2020
83,中西區 Central & Western,"永祥大廈
WING CHEUNG BUILDING",09/03/2020
84,中西區 Central & Western,"安景閣
FAIRVIEW COURT",09/03/2020
85,中西區 Central & Western,"西環新樓
SAI WAN NEW APARTMENTS",09/03/2020
86,中西區 Central & Western,"昌寧大廈
CHEUNG LING MANSION",09/03/2020
87,中西區 Central & Western,"恆柏園A座
BLOCK A, PARK VIEW COURT",09/03/2020
88,中西區 Central & Western,"皇后大道西423-425號創業中心C座
BLOCK C, CHONG YIP CENTRE, NO.423-425 QUEEN'S ROAD WEST",09/03/2020
89,中西區 Central & Western,"盈基花園太白閣
TAI PAK COURT, YING GA GARDEN",09/03/2020
90,中西區 Central & Western,"香港大學研究生堂
GRADUATE HOUSE, THE UNIVERSITY OF HONG KONG",09/03/2020
91,中西區 Central & Western,"堅尼地城新海旁38號泓都1座
BLOCK 1, THE MERTON, NO.38 NEW PRAYA KENNEDY TOWN",09/03/2020
92,中西區 Central & Western,"得富大樓
DES VOEUX ROAD WEST BUILDING",09/03/2020
93,中西區 Central & Western,"御花園I座
BLOCK I, REGENT ON THE PARK",09/03/2020
94,中西區 Central & Western,"新街市街8號康威花園B座
BLOCK B, HONGWAY GARDEN, NO.8 NEW MARKET STREET",09/03/2020
95,中西區 Central & Western,"萬林閣
MANIFOLD COURT",09/03/2020
96,中西區 Central & Western,"肇苑
WOODLAND GARDEN",09/03/2020
97,中西區 Central & Western,"德輔道西205號
NO.205 DES VOEUX ROAD WEST",09/03/2020
98,中西區 Central & Western,"德輔道西206號
NO.206 DES VOEUX ROAD WEST",09/03/2020
99,中西區 Central & Western,"豫苑1座
TOWER 1, EUSTON COURT",09/03/2020
100,中西區 Central & Western,"龍華街20號觀龍樓C座
BLOCK C, KWUN LUNG LAU, NO.20 LUNG WAH STREET",09/03/2020
101,中西區 Central & Western,"觀龍樓B座
BLOCK B, KWUN LUNG LAU",09/03/2020
102,中西區 Central & Western,"文景大廈
MAN KING BUILDING",10/03/2020
103,中西區 Central & Western,"永華大廈
WING WAH MANSION",10/03/2020
104,中西區 Central & Western,"米行大廈
RICE MERCHANTS BUILDING",10/03/2020
105,中西區 Central & Western,"西營盤第二街98號
NO.98 SECOND STREET, SAI YING PUN",10/03/2020
106,中西區 Central & Western,"利基閣
TOPWORTH COURT",10/03/2020
107,中西區 Central & Western,"利豐大廈
LEE FUNG BUILDING",10/03/2020
108,中西區 Central & Western,"君德閣
CONDUIT TOWER",10/03/2020
109,中西區 Central & Western,"佳景閣
JADEVIEW COURT",10/03/2020
110,中西區 Central & Western,"卑路乍街13號珍珠閣
PEARL COURT, NO.13 BELCHER'S STREET",10/03/2020
111,中西區 Central & Western,"卑路乍街5號南雄大廈B座
BLOCK B, NAMHUNG MANSION, NO.5 BELCHER'S STREET",10/03/2020
112,中西區 Central & Western,"東祥大廈
TUNG CHEUNG BUILDING",10/03/2020
113,中西區 Central & Western,"金陵大廈
KAM LING COURT",10/03/2020
114,中西區 Central & Western,"金融街8號
NO.8 FINANCE STREET",10/03/2020
115,中西區 Central & Western,"金鐘道88號
NO.88 QUEENSWAY",10/03/2020
116,中西區 Central & Western,"恒昌泰大廈
HANG CHEONG TAI BUILDING",10/03/2020
117,中西區 Central & Western,"皇后大道西297號
NO.297 QUEEN'S ROAD WEST",10/03/2020
118,中西區 Central & Western,"皇后大道西338-342號
338-342 QUEEN'S ROAD WEST",10/03/2020
119,中西區 Central & Western,"皇后大道西70號
NO.70 QUEEN'S ROAD WEST",10/03/2020
120,中西區 Central & Western,"香港大學聖約翰學院王植庭堂
WONG CHIK TING HALL, ST. JOHN'S COLLEGE UNIVERSITY OF HONG KONG",10/03/2020
121,中西區 Central & Western,"振坤樓
CHUN KWAN BUILDING",10/03/2020
122,中西區 Central & Western,"高士台1座
TOWER 1, THE SUMMA",10/03/2020
123,中西區 Central & Western,"高街1E號
NO.1E HIGH STREET",10/03/2020
124,中西區 Central & Western,"偉景閣
VIKING COURT",10/03/2020
125,中西區 Central & Western,"堅尼地城卑路乍街97號
97 BELCHER'S STREET, KENNEDY TOWN",10/03/2020
126,中西區 Central & Western,"堅尼地城海旁20號益豐花園A座
BLOCK A, YICK FUNG GARDEN, NO.20 KENNEDY TOWN NEW PRAYA",10/03/2020
127,中西區 Central & Western,"堅尼地道8號
NO.8 KENNEDY ROAD",10/03/2020
128,中西區 Central & Western,"富山苑
FORTUNE VILLA",10/03/2020
129,中西區 Central & Western,"華翠園
WOODLAND GARDENS",10/03/2020
130,中西區 Central & Western,"嘉富麗苑1座
BLOCK 1, CLOVELLY COURT",10/03/2020
131,中西區 Central & Western,"德輔道西408號
NO.408 DES VOEUX ROAD WEST",10/03/2020
132,中西區 Central & Western,"豫苑1座
TOWER 1, EUSTON COURT",10/03/2020
133,中西區 Central & Western,"禧利大廈
HILLIER BUILDING",10/03/2020
134,中西區 Central & Western,"聯安新樓
LUEN ON APARTMENTS",10/03/2020
135,中西區 Central & Western,"薄扶林道89號寶翠園8座
BLOCK 8, THE BELCHER'S, NO.89 POK FU LAM ROAD",10/03/2020
136,中西區 Central & Western,"觀龍樓F座
BLOCK F, KWUN LUNG LAU",10/03/2020
137,中西區 Central & Western,"士美菲路43號美菲閣1座
BLOCK 1, SMITHFIELD COURT, NO.43 SMITHFIELD",11/03/2020
138,中西區 Central & Western,"士美菲路43號美菲閣2座
BLOCK 2, SMITHFIELD COURT, NO.43 SMITHFIELD",11/03/2020
139,中西區 Central & Western,"大德樓
TAI TAK MANSION",11/03/2020
140,中西區 Central & Western,"中亞大樓
CHUNG AH MANSION",11/03/2020
141,中西區 Central & Western,"天興大廈
TIN HING MANSION",11/03/2020
142,中西區 Central & Western,"文咸東街98號
NO.98 BONHAM STRAND",11/03/2020
143,中西區 Central & Western,"世紀大廈II
CENTURY TOWER II",11/03/2020
144,中西區 Central & Western,"加惠民道29號加惠臺2座
BLOCK 2, CAYMAN RISE, NO.29 KA WAI MAN ROAD",11/03/2020
145,中西區 Central & Western,"永發樓
WING FAT MANSION",11/03/2020
146,中西區 Central & Western,"永華大廈
WING WAH MANSION",11/03/2020
147,中西區 Central & Western,"吉席街18號
NO.18 CATCHICK STREET",11/03/2020
148,中西區 Central & Western,"屈地街11-21號創業中心B座
BLOCK B, CHONG YIP CENTRE, NO.11-21 WHITTY STREET",11/03/2020
149,中西區 Central & Western,"俊威閣
CHARMVIEW COURT",11/03/2020
150,中西區 Central & Western,"厚和街2號
NO.2 HAU WO STREET",11/03/2020
151,中西區 Central & Western,"恒輝大廈
HANG FAI BUILDING",11/03/2020
152,中西區 Central & Western,"皇后街1號帝后華庭1座
BLOCK 1, QUEEN'S TERRACE, NO.1 QUEEN STREET",11/03/2020
153,中西區 Central & Western,"眀徳山
KING'S HILL",11/03/2020
154,中西區 Central & Western,"海光大廈
HAI KWANG MANSION",11/03/2020
155,中西區 Central & Western,"爹核士街8號泓都3座
BLOCK 3, THE MERTON, NO.8 DAVIS STREET",11/03/2020
156,中西區 Central & Western,"堅尼地大廈
KENNEDY MANSION",11/03/2020
157,中西區 Central & Western,"第二街16號
NO.16 SECOND STREET",11/03/2020
158,中西區 Central & Western,"新成大廈
SUN SHING MANSION",11/03/2020
159,中西區 Central & Western,"瑧蓺
ARTISAN HOUSE",11/03/2020
160,中西區 Central & Western,"德己立街22號
NO.22 D'AGUILAR STREET",11/03/2020
161,中西區 Central & Western,"德輔道西308號
NO.308 DES VOEUX ROAD WEST",11/03/2020
162,中西區 Central & Western,"錦華大廈
KAM WAH BUILDING",11/03/2020
163,中西區 Central & Western,"舊山頂道23號帝景園4座
BLOCK 4, DYNASTY COURT, NO.23 OLD PEAK ROAD",11/03/2020
164,中西區 Central & Western,"羅便臣道4號
NO.4 ROBINSON ROAD",11/03/2020
165,中西區 Central & Western,"巴丙頓道1號興華大廈
HING WAH MANSION",12/03/2020
166,中西區 Central & Western,"加惠民道29號加惠臺2座
BLOCK 2, CAYMAN RISE, NO.29 KA WAI MAN ROAD",12/03/2020
167,中西區 Central & Western,"四邑大廈
SZE YAP BUILDING",12/03/2020
168,中西區 Central & Western,"永生大廈
WINSOME HSE",12/03/2020
169,中西區 Central & Western,"兆安大廈
SIU ON BUILDING",12/03/2020
170,中西區 Central & Western,"西環邨南苑臺
SOUTH TERRACE, SAI WAN ESTATE",12/03/2020
171,中西區 Central & Western,"利華大廈
LEE WAH BUILDING",12/03/2020
172,中西區 Central & Western,"君珀
KENNEDY PARK AT CENTRAL",12/03/2020
173,中西區 Central & Western,"屈地大廈
WHITTY STREET COURT",12/03/2020
174,中西區 Central & Western,"金坤大廈
KAM KWAN BUILDING",12/03/2020
175,中西區 Central & Western,"金輪大廈
KAM LUN MANSION",12/03/2020
176,中西區 Central & Western,"恒裕大廈
HANG YU BUILDING",12/03/2020
177,中西區 Central & Western,"恒輝大廈
HANG FAI BUILDING",12/03/2020
178,中西區 Central & Western,"皇后大道西239號
NO.239 QUEEN'S ROAD WEST",12/03/2020
179,中西區 Central & Western,"皇后大道西455號龍暉花園1座
BLOCK 1, DRAGONFAIR GARDEN, NO.455 QUEEN'S ROAD WEST",12/03/2020
180,中西區 Central & Western,"眀徳山
KING'S HILL",12/03/2020
181,中西區 Central & Western,"時利樓
SEI LI BUILDING",12/03/2020
182,中西區 Central & Western,"麥當勞道1號
NO.1 MACDONNELL ROAD",12/03/2020
183,中西區 Central & Western,"普慶大廈
PO HING MANSION",12/03/2020
184,中西區 Central & Western,"新安大樓
SUN ON BUILDING",12/03/2020
185,中西區 Central & Western,"新街市街8號康威花園B座
BLOCK B, HONGWAY GARDEN, NO.8 NEW MARKET STREET",12/03/2020
186,中西區 Central & Western,"漢寧大廈
HONITON BUILDING",12/03/2020
187,中西區 Central & Western,"德輔道西343號均益大廈第二期C座
BLOCK C, PHASE II, KWAN YICK BUILDING, NO.343 DES VOEUX ROAD WEST",12/03/2020
188,中西區 Central & Western,"德輔道西343號均益大廈第二期D座
BLOCK D, PHASE II, KWAN YICK BUILDING, NO.343 DES VOEUX ROAD WEST",12/03/2020
189,中西區 Central & Western,"蔚峰
HIGH PARK 99",12/03/2020
190,中西區 Central & Western,"澤安閣
CHESTER COURT",12/03/2020
191,中西區 Central & Western,"縉城峰1座
BLOCK 1, ISLAND CREST",12/03/2020
192,中西區 Central & Western,"翰林峰3座
BLOCK 3, NOVUM WEST",12/03/2020
193,中西區 Central & Western,"薄扶林道89號寶翠園8座
BLOCK 8, THE BELCHER'S, NO.89 POK FU LAM ROAD",12/03/2020
194,中西區 Central & Western,"羅便臣道49C號
NO.49C ROBINSON ROAD",12/03/2020
195,中西區 Central & Western,"干諾道中5號
NO.5 CONNAUGHT ROAD CENTRAL",13/03/2020
196,中西區 Central & Western,"中亞大樓
CHUNG AH MANSION",13/03/2020
197,中西區 Central & Western,"北街4-8號五福大廈A座
BLOCK A, NEW FORTUNE HOUSE, NO.4-8 NORTH STREET",13/03/2020
198,中西區 Central & Western,"永祥大廈
WING CHEUNG BUILDING",13/03/2020
199,中西區 Central & Western,"百年大樓1座
BLOCK 1, CENTENARY MANSION",13/03/2020
200,中西區 Central & Western,"西邊街34號
NO.34 WESTERN STREET",13/03/2020
201,中西區 Central & Western,"尚嶺
EIVISSA CREST",13/03/2020
202,中西區 Central & Western,"東輝花園福澤樓
FOOK CHAK HSE, TUNG FAI GARDENS",13/03/2020
203,中西區 Central & Western,"恆裕大廈
HANG YUE BUILDING",13/03/2020
204,中西區 Central & Western,"皇后大道西239號
NO.239 QUEEN'S ROAD WEST",13/03/2020
205,中西區 Central & Western,"皇后大道西421號華明中心A座
BLOCK A, WAH MING CENTRE, NO.421 QUEEN'S ROAD WEST",13/03/2020
206,中西區 Central & Western,"海怡花園3座
BLOCK 3, HARBOUR VIEW GARDEN",13/03/2020
207,中西區 Central & Western,"第三街163號廣豐臺2座
BLOCK 2, KWONG FUNG TERRACE, NO.163 THIRD STREET",13/03/2020
208,中西區 Central & Western,"麥當勞道1號
NO.1 MACDONNELL ROAD",13/03/2020
209,中西區 Central & Western,"惠德大廈
WAI TAK BUILDING",13/03/2020
210,中西區 Central & Western,"雅賓利大廈
THE ALBANY",13/03/2020
211,中西區 Central & Western,"順昌大廈
SHUN CHEONG BUILDING",13/03/2020
212,中西區 Central & Western,"業昌大廈
YIP CHEUNG BUILDING",13/03/2020
213,中西區 Central & Western,"德輔道西228號
NO.228 DES VOEUX ROAD WEST",13/03/2020
214,中西區 Central & Western,"德輔道西230號
NO.230 DES VOEUX ROAD WEST",13/03/2020
215,中西區 Central & Western,"德輔道西237號
NO.237 DES VOEUX ROAD WEST",13/03/2020
216,中西區 Central & Western,"德輔道西406B號
NO.406B DES VOEUX ROAD WEST",13/03/2020
217,中西區 Central & Western,"學林雅軒
HILARY COURT",13/03/2020
218,中西區 Central & Western,"禧利街18號
NO.18 HILLIER STREET",13/03/2020
219,中西區 Central & Western,"薄扶林道89號寶翠園1座
BLOCK 1, THE BELCHER'S, NO.89 POK FU LAM ROAD",13/03/2020
220,中西區 Central & Western,"醫院道18號榮華閣2座
BLOCK 2, WINNER COURT, NO.18 HOSPITAL ROAD",13/03/2020
221,中西區 Central & Western,"羅便臣道31號
NO.31 ROBINSON ROAD",13/03/2020
222,中西區 Central & Western,"觀龍樓1座
BLOCK 1, KWUN LUNG LAU",13/03/2020
223,中西區 Central & Western,"LEXINGTON HILL
",14/03/2020
224,中西區 Central & Western,"士美菲路43號美菲閣2座
BLOCK 2, SMITHFIELD COURT, NO.43 SMITHFIELD",14/03/2020
225,中西區 Central & Western,"干德道58B號富景花園2座
BLOCK 2, SCENIC HEIGHTS, NO.58B CONDUIT ROAD",14/03/2020
226,中西區 Central & Western,"干諾道西155號高樂花園2座
BLOCK 2, CONNAUGHT GARDEN, NO.155 CONNAUGHT ROAD WEST",14/03/2020
227,中西區 Central & Western,"干諾道西155號高樂花園3座
BLOCK 3, CONNAUGHT GARDEN, NO.155 CONNAUGHT ROAD WEST",14/03/2020
228,中西區 Central & Western,"巴丙頓道6D號THE BABINGTON
THE BABINGTON, NO.6D BABINGTON PATH",14/03/2020
229,中西區 Central & Western,"四方街45號
NO.45 SQUARE STREET",14/03/2020
230,中西區 Central & Western,"卑路乍街101號
NO.101 BELCHER'S STREET",14/03/2020
231,中西區 Central & Western,"昌寧大廈
CHEUNG LING MANSION",14/03/2020
232,中西區 Central & Western,"金庭居
GOLDEN PAVILION",14/03/2020
233,中西區 Central & Western,"金陵大廈
KAM LING COURT",14/03/2020
234,中西區 Central & Western,"金融街8號
NO.8 FINANCE STREET",14/03/2020
235,中西區 Central & Western,"俊賢閣
INTELLIGENT COURT",14/03/2020
236,中西區 Central & Western,"冠華大廈
KOON WAH BUILDING",14/03/2020
237,中西區 Central & Western,"厚福大樓
HAU FOOK BUILDING",14/03/2020
238,中西區 Central & Western,"恒裕大廈
HANG YU BUILDING",14/03/2020
239,中西區 Central & Western,"柏道2號
NO.2 PARK ROAD",14/03/2020
240,中西區 Central & Western,"皇后大道西28號
NO.28 QUEEN'S ROAD WEST",14/03/2020
241,中西區 Central & Western,"皇后大道西409號怡景花園2座
BLOCK 2, ELEGANT GARDEN, NO.409 QUEEN'S ROAD WEST",14/03/2020
242,中西區 Central & Western,"皇后大道西423-425號創業中心C座
BLOCK C, CHONG YIP CENTRE, NO.423-425 QUEEN'S ROAD WEST",14/03/2020
243,中西區 Central & Western,"海光大廈
HAI KWANG MANSION",14/03/2020
244,中西區 Central & Western,"高逸華軒
MANHATTAN HEIGHTS",14/03/2020
245,中西區 Central & Western,"堅尼地城新海旁38號泓都
THE MERTON, NO.38 NEW PRAYA KENNEDY TOWN",14/03/2020
246,中西區 Central & Western,"第二街106號
NO.106 SECOND STREET",14/03/2020
247,中西區 Central & Western,"第二街119A號
NO.119A SECOND STREET",14/03/2020
248,中西區 Central & Western,"第三街29號
NO.29 THIRD STREET",14/03/2020
249,中西區 Central & Western,"雪廠街32-38號
NO.32-38 ICE HOUSE STREET",14/03/2020
250,中西區 Central & Western,"富滿大廈
FU MOON BUILDING",14/03/2020
251,中西區 Central & Western,"惠苑
WAI YUEN MANSION",14/03/2020
252,中西區 Central & Western,"隆基大樓
LUNGGA MANSION",14/03/2020
253,中西區 Central & Western,"雅賢軒
ELITE COURT",14/03/2020
254,中西區 Central & Western,"僑港大廈
KIU KWONG MANSION",14/03/2020
255,中西區 Central & Western,"嘉明大廈
KA MING BUILDING",14/03/2020
256,中西區 Central & Western,"瑧璈
BOHEMIAN HOUSE",14/03/2020
257,中西區 Central & Western,"瑧蓺
ARTISAN HOUSE",14/03/2020
258,中西區 Central & Western,"德輔道西394-400號華明中心C座
BLOCK C, WAH MING CENTRE, NO.394-400 DES VOEUX ROAD WEST",14/03/2020
259,中西區 Central & Western,"德輔道西402-404號創業中心A座
BLOCK A, CHONG YIP CENTRE, NO.402-404 DES VOEUX ROAD WEST",14/03/2020
260,中西區 Central & Western,"德輔道西406號
NO.406 DES VOEUX ROAD WEST",14/03/2020
261,中西區 Central & Western,"德輔道西408A號
NO.408A DES VOEUX ROAD WEST",14/03/2020
262,中西區 Central & Western,"德輔道西430號均益大廈第一期
PHASE I, KWAN YICK BUILDING, NO.430 DES VOEUX ROAD WEST",14/03/2020
263,中西區 Central & Western,"德輔道西60-64號
NO.60-64 DES VOEUX ROAD WEST",14/03/2020
264,中西區 Central & Western,"縉城峰2座
BLOCK 2, ISLAND CREST",14/03/2020
265,中西區 Central & Western,"興漢道8號
NO.8 HING HON ROAD",14/03/2020
266,中西區 Central & Western,"錦華大廈
KAM WAH BUILDING",14/03/2020
267,中西區 Central & Western,"懋華大廈
MAU WAH MANSION",14/03/2020
268,中西區 Central & Western,"薄扶林道101號學士臺1座
BLOCK 1, ACADEMIC TERRACE, NO.101 POK FU LAM ROAD",14/03/2020
269,中西區 Central & Western,"舊山頂道18號曉峰閣1座
TOWER 1, HILLSBOROUGH COURT, NO.18 OLD PEAK ROAD",14/03/2020
270,中西區 Central & Western,"豐財樓
FUNG CHOY HOUSE",14/03/2020
271,中西區 Central & Western,"麗景閣
LAI KING COURT",14/03/2020
272,中西區 Central & Western,"觀龍樓A座
BLOCK A, KWUN LUNG LAU",14/03/2020
273,中西區 Central & Western,"觀龍樓D座
BLOCK D, KWUN LUNG LAU",14/03/2020
274,中西區 Central & Western,"士美菲路43號美菲閣2座
BLOCK 2, SMITHFIELD COURT, NO.43 SMITHFIELD",15/03/2020
275,中西區 Central & Western,"士美菲路75號嘉輝花園B座
BLOCK B, SMITHFIELD TERRACE, NO.75 SMITHFIELD",15/03/2020
276,中西區 Central & Western,"干德道62G號帝豪閣C座
BLOCK C, IMPERIAL COURT, NO.62G CONDUIT ROAD",15/03/2020
277,中西區 Central & Western,"中亞大樓
CHUNG AH MANSION",15/03/2020
278,中西區 Central & Western,"太生大廈
TAI SANG BUILDING",15/03/2020
279,中西區 Central & Western,"加列山道74號
NO.74 MOUNT KELLETT ROAD",15/03/2020
280,中西區 Central & Western,"加惠民道29號加惠臺1座
BLOCK 1, CAYMAN RISE, NO.29 KA WAI MAN ROAD",15/03/2020
281,中西區 Central & Western,"四邑大廈
SZE YAP BUILDING",15/03/2020
282,中西區 Central & Western,"永生大廈
WINSOME HSE",15/03/2020
283,中西區 Central & Western,"永安樓
WING ON BUILDING",15/03/2020
284,中西區 Central & Western,"永華大廈
WING WAH MANSION",15/03/2020
285,中西區 Central & Western,"先施西環大廈
SINCERE WESTERN HSE",15/03/2020
286,中西區 Central & Western,"安峰大廈
ON FUNG BUILDING",15/03/2020
287,中西區 Central & Western,"君珀
KENNEDY PARK AT CENTRAL",15/03/2020
288,中西區 Central & Western,"君德閣
CONDUIT TOWER",15/03/2020
