District,Building name,Last date of residence of the case(s),Related probable/confirmed cases
Central & Western,"Silvercrest, 24 Macdonnell Road",,265
Southern,Repulse Bay Garden,,266
Central & Western,SOHO 189,,267
Eastern,"Block Q, Kornhill",,269
Sham Shui Po,"Block 23, Phase 1, Mei Foo Sun Cheun",,270
Island,"Tower 12, Caribbean Coast",,271
Yau Tsim Mong,"Block 4, Prosperous Garden",,272
Yau Tsim Mong,"Block B, Hoi Lam House, Hoi Fu Court",,273
Kwun Tong,Dorsett Kwun Tong,,274
Wong Tai Sin,"Block 2, Kai Tak Garden",,275
Wan Chai,Hang Shun Mansions,,276
Wan Chai,307 Jaffe Road,,277
Wan Chai,Tagus Residences,,278
Islands,"Woodland Court, Parkvale Village",,279
Central & Western,Chi Residences 120,,281
Central & Western,208 Hollywood Road,,282
Southern,L'Hoel Island South,,283
Sha Tin,"Block 6, Bayshore Towers",,284
Yau Tsim Mong,"Tower 7, The Long Beach",,285
Sai Kung,Pak Kong Au Road,,286
Tsuen Wan,Indi Home,,287
Kwai Tsing,"On Hoi House, Cheung On Estate",,287
Eastern,"Block 6, Provident Centre",,288
Eastern,"On Hiu Mansion, Lei King Wan",,289
Southern,Ovolo Southside,,290
Southern,"Chun Tak House, Lung Tak Court",,291
Wan Chai,Rosedale Hotel Hong Kong,,292
Wan Chai,Monmouth Villa,,293
Yuen Long,"Heng Moon House, Tin Heng Estate",,294
Tsuen Wan,"Block 1, City Point",,295
North,Fanling Wai South,,296
Eastern,Ramada Hong Kong Grand View,,297
North,"Lai Ming House, Wah Ming Estate",,298
Kowloon City,"Tower 3, Harbour View Horizon Hotel",,299
Yau Tsim Mong,Rosedale Hotel Kowloon,,300
Sha Tin,"Fook Lam House, Kwong Lam Court",,301
Sha Tin,Athlete's Hostel in HK Sports Institues,,302
Eastern,Tung Lam Court,,"303, 304"
Eastern,191-193 Shau Kei Wan Road,,306
Kwun Tong,"Tak Shui House, Tak Tin Estate",,308
Wan Chai,"Celeste Court, Fung Fai Terrace",,309
Central & Western,Valiant Park,,310
Kowloon City,8 Hok Ling Street,,311
Kwai Tsing,"Kwai Yat House, Kwai Hong Court",,312
Yau Tsim Mong,Lyton Building,,313
Sham Shui Po,"Yee Tai House, Yee Kok Court",,314
Central & Western,Wise Mansion,,315
Southern,Le Meridien Cyberport,,316
Sai Kung,Marina Cov,,317
Southern,"Block 4, Aqua 33",,318
Central &Western,"Block 8, Hee Wong Terrace, Kennedy Town",,319
Tuen Mun,"The Hillgrove, 9 Tsing Fat Lane, Tuen Mun",,320
Islands,"Novotel Citygate Hong Kong, Tung Chung",,321
Kowloon City,25 Stafford Road,,322
Kowloon City,"Block 6, Parc Palais, 18 Wylie Road, King's Park",,323
Yau Tsim Mong,Rosedale Hotel Kowloon,,324
Central &Western,"Vienna Court, Realty Gardens, Mid-levels",,325
Southern,"Block D, The Manhattan, Tai Tam",,326
Central & Western,"Tower 1, Hillsborough Court, Mid-levels",,327
Islands,"Tower 10, the Visionary, Tung Chung",,328
Tai Po,"Block 8, Phase 4, Tai Po Centre",,332
Yau Tsim Mong,"Kadoorie Avenue Mansion, 207 Prince Edward Road West",,333
Eastern,"Braemar Hill Mansions, 15-43 Braemar Hill Road",,334
Yau Tsim Mong,"Best Western Grand Hotel, Tsim Sha Tsui",,335
Kowloon City,"152 Waterloo Road, Kowloon Tong",,336
Kwai Tsing,"Mai Ning Building, Kwai Chung",,337
Kwai Tsing,"Chau Kwai House, Kwai Chung Estate",,338
Eastern,"Wah Hei House, Tung Hei Court, Sai Wan Ho",,339
Sai Kung,"Block 1, Park Mediterranean, Sai Kung",,339
Eastern,"Sui Fat House, Siu Sai Wan Estate, Chai Wan",,340
Wan Chai,"38 Broadwood Road, Happy Valley",,341
Southern,"Tung Yip House, Lei Tung Estate, Ap Lei Chau",,342
Eastern,"Stayed in Homy Inn, North Point",,342
Wan Chai,"Island Building, Wan Chai",,343
Sai Kung,"Tower 4, Metro City Phase 1",,344
Central & Western,"Fairlane Tower, Mid-levels",,345
Wan Chai,"Po Ming Building, Causeway Bay",,346
Sha Tin,"Block 7, Villa Athena, Ma On Shan",,347
Eastern,"Block 3, Fullview Garden, Siu Sai Wan",,348
Sha Tin,"Yiu Shun House, Yiu On Estate, Ma On Shan",,349
Tai Po,"Block 10, Treasure Spot Garden, Tai Po",,350
Tai Po,"Block 10, Treasure Spot Garden, Tai Po",,351
Sai Kung,"Sai Keng Village, Sai Sha Road, Sai Kung",,352
Kwun Tong,"Dorsett Kwun Tong Hotel, Kwun Tong",,353
Central & Western,"53 Hollywood Road, Central",,354
Sha Tin,Block 11 Royal Ascot,,Returning from Japan (Diamond Princess cruise)
Central & Western,Chester Court,,Returning from Japan (Diamond Princess cruise)
Eastern,"Kam Shan Mansion, Taikoo Shing",,358
Kowloon City,Stafford Road,,359
Central & Western,312 Queen's Road West,,360
Central & Western,Bohemian House,,361
Central & Western,Golden Valley Mansion,,362
Southern,"Block C, The Manhattan",,363
Sha Tin,"Jade Heights, Belair Gardens",,366
Central & Western,Golden Valley Mansion,,367
Central & Western,Four Seasons Hotel Hong Kong,,"368, 369"
Central & Western,1 Ping On Lane,,370
Islands,"Mun Wo House, Mun Tung Estate",,371
Southern,"Block 12, South Horizons",,372
Wan Chai,Sing Kong Building,,373
Southern,"Block 25, Baguio Villa",,374
Central & Western,Wise Mansion,,375
Tai Po,San Uk Ka,,377
Central & Western,Centre Place,,378
Kowloon City,1 Oxford Road,,379
Eastern,6 Ming Yuen Western Street,,380
Sai Kung,Marina Cove,,381
Tai Po,"Block 3, Uptown Plaza",,383
Wan Chai,Hang Shun Mansions,,384
Sai Kung,"Kwong Cheong House, Kwong Ming Court",,385
Islands,"Ngan Yuet House, Ngan Wan Estate",,386
Wan Chai,Hang Shun Mansions,,387
Sai Kung,"King Min House, King Lam Estate",,388
Wan Chai,Percival House,,389
Wan Chai,Rosedale Hotel Hong Kong,,390
Wan Chai,1A Fung Fai Terrace,,391
Islands,Tai Long Wan Village,,392
Tai Po,Hong Lok Road East,,393
Yuen Long,Full Shing Building,,394
Tuen Mun,"Yonking Garden, Tsing Chuen Wai",,395
Islands,Auberge Discovery Bay Hong Kong,,396
Kwai Tsing,"Block 8, Tierra Verde",,397
Tsuen Wan,Dorsett Tsuen Wan Hotel Hong Kong,,398
Tuen Mun,Sun Fung Wai,,399
Yau Tsim Mong,Holiday Inn Golden Mile,,400
Yau Tsim Mong,Holiday Inn Golden Mile,,401
Central & Western,Welley Building,,402
Wan Chai,"Block A, Park Place",,403
Wan Chai,"Block A, Park Place",,404
Kowloon City,"Tower 16, Laguna Verde",,405
Southern,"Block 2, Stanford Villa",,406
Eastern,"Tower 1, Grand Promenade",,407
North,"Lane 12, Liu Pok Tsuen",,408
Yau Tsim Mong,"Tower 6, Island Harbourview",,409
Central & Western,52 Conduit Road,,410
Tuen Mun,San Hui Village,,411
Kwun Tong,Kwun Tong Disciplined Services Quarters,,412
Yuen Long,"Ping Oi House, Ping Yan Court",,413
Sham Shui Po,"8 Glee Path, Mei Foo Sun Chuen",,414
Kowloon City,Kwun Hei Court,,415
Yau Tsim Mong,The Kimberley Hotel,,415
Yau Tsim Mong,Best Western Plus Hotel,,415
Tai Po,Nam Wa Po,,416
Central & Western,Blessings Garden,,417
Yau Tsim Mong,"Block B, Oriental Gardens",,418
Wan Chai,Metropark Hotel Causeway Bay Hong Kong,,419
Wan Chai,Happy Valley 88,,420
Yau Tsim Mong,Sunpeace Court,,421
Eastern,Gold Mine Building,,422
Wan Chai,Haven Court,,423
Islands,"Tower 6, Caribbean Coast",,424
Yau Tsim Mong,19 Lai Chi Kok Road,,428
Southern,"Block 6, South Horizons, Ap Lei Chau",,429
Yau Tsim Mong,"Tower 2, One Silversea",,430
North,"Ching Chak House, Ching Ho Estate",,431
Wan Chai,"Yee Hing Building, 357 Hennessy Road",,432
Wan Chai,Hang Shun Mansions,,432
Wan Chai,Hang Shun Mansions,,433
Wan Chai,Hang Shun Mansions,,434
Central & Western,The Harbourview,,435
Yuen Long,"Heng Lai House, Tin Heng Estate",,436
Kowloon City,"Tower 5, One Homantin",,437
Central & Western,St Paul's Terrace,,438
Tai Po,Villa Castell,,439
Wan Chai,Hang Shun Mansions,,440
Yau Tsim Mong,Rosewood Hong Kong,,441
Eastern,"Cheuk Wah House, Hing Wah (I) Estate",,442
Eastern,Tai Lung House,,444
Wong Tai Sin,"Tower 6, The Latitude",,446
Kowloon City,"Chiu Man House, Oi Man Estate",,447
Sai Kung,"Tower 6, Nan Fung Plaza",,448
Sham Shui Po,280 Ki Lung Street,,450
Central & Western,379 Queen's Road Central,,451
Central & Western,8 Mercer Street,,452
Central & Western,18 Eastern Street,,453
Kwun Tong,"Lee Yip House, Shun Lee Estate",,454
Yuen Long,84 Yan Sau Wai,,455
Kwun Tong,"Sau Wah House, Sau Mau Ping Estate",,458
Yau Tsim Mong,Shining Heights,,459
Sai Kung,"Tower 9, Metro City Phase 2",,460
Islands,"Twilight Court, Peninsula Village",,461
Kwun Tong,Hyde Towers,,462
Southern,"Block B, Abba House",,463
Central & Western,Scholastic Garden,,464
Central & Western,8 Kennedy Road,,465
Yuen Long,"Block 4, Sun Yuen Long Centre",,466
Wan Chai,"Block A, Elm Tree Towers",,467
Central & Western,"Block 2, Villas Sorrento",,468
Wan Chai,OZO Wesley Hong Kong,,469
Yau Tsim Mong,YMCA,,470
Tuen Mun,"Block 2, Sun Tuen Mun Centre",,471
Tai Po,"Tower 2, Solaria",,472
Yau Tsim Mong,392 Reclamation Street,,473
Yau Tsim Mong,The Luxe Manor,,474
Southern,Belgravia,,476
Wan Chai,Yick Shing Mansion,,477
Sai Kung,"5B, Wings At Sea, Lohas Park",,478
Tsuen Wan,"Hoi Tsui Mansion, Riviera Gardens",,480
Eastern,33 Kam Wa Street,,481
Kwun Tong,Dorsett Kwun Tong,,482
Sha Tin,Scenery Garden,,483
Wong Tai Sin,"Ching Ming House, Tsz Ching Estate",,484
Southern,L'hotel Island South,,485
Sha Tin,Courtyard by Marriott Hong Kong Sha Tin,,486
Wan Chai,OZO Wesley Hong Kong,,487
Kwun Tong,"Hiu Tin House, Hiu Lai Court",,488
Kwun Tong,"Hiu Tin House, Hiu Lai Court",,489
Yuen Long,"Block 4, Locwood Court, Kingswood Villas",,490
Kwun Tong,"Block 14, Richland Gardens",,491
Kwai Tsing,"Block 8, Tierra Verde",,492
Yau Tsim Mong,"Block 3, Charming Garden",,493
Sham Shui Po,Super Tower,,494
Sha Tin,"Hin Yeung House, Hin Keng Estate",,495
Southern,Kam Fung Building,,496
Yau Tsim Mong,Willie Court,,497
Yau Tsim Mong,Tsim Sha Tsui Mansion,,498
Yau Tsim Mong,Kensington Plaza,,499
Eastern,"Block 33, Heng Fa Chuen",,500
Wan Chai,Hang Shun Mansions,,501
Tuen Mun,"Block 3, Chelsea Heights",,504
Sha Tin,"Block 2, Castello",,507
Southern,"Block CD, 142 Pokfulam Road",,508
Kowloon City,Hing Lee Building,,509
Sha Tin,"Wai Sum House, Lung Hang Estate",,510
Yuen Long,"2B, Park Yoho",,511
Yau Tsim Mong,Wai Ching Mansion,,512
Wan Chai,310-312 Hennessy Road,,513
Kowloon City,"Tower 3, Mantin Heights",,514
Kwun Tong,Hyde Tower,,515
Yau Tsim Mong,Shun Hing Building,,516
Sham Shui Po,280 Ki Lung Street,,517
Kwun Tong,Telford Gardens Block Q2,,518
Yau Tsim Mong,315 Nathan Road,,519
Yau Tsim Mong,"Tower 3, Waterfront",,520
Central & Western,"Tower 2, Centrestage",,522
Central & Western,"Tower 2, Centrestage",,523
Wan Chai,Ka Yee Building,,524
Wan Chai,238-240 Lockhart Road,,525
Kwai Tsing,"Luk Kwai House, Kwai Chung Estate",,526
Wan Chai,Queen's Cube,,528
Yau Tsim Mong,Ocean View Court,,529
Yau Tsim Mong,242 Cheong Lok Street,,531
Kwai Tsing,Silka Tsuen Wan Hotel,,532
Southern,"Pik Shan House, Shek Pai Wan Estate",,533
Eastern,Fok Cheong Building,,534
Central & Western,32 Gough Street,,535
Wan Chai,Golden Jubilee House,,536
Central & Western,Ardshiel,,537
Sha Tin,Sausalito Tower 6,,538
Sha Tin,"Block E, Kam Ying Court",,539
Central & Western,Ramada Hong Kong Harbour View Hotel,,540
Sai Kung,O Pui Village,,541
Central & Western,Honiton Building,,542
Central & Western,217 Des Voeux Road West,,543
Central & Western,Felix Villas,,544
Kwun Tong,Camlux Hotel,,545
Yuen Long,Healey Building,,546
North,Hai Wing Road,,547
Central & Western,Euston Court,,548
Tuen Mun,"Block 2, , Blossom Garden",,549
Kowloon City,30 Fat Kwong Street,,550
Kowloon City,12 Hung Lok Road,,551
Tai Po,Ha Hang Village,,552
Eastern,"Block 1, Provident Centre",,553
Yau Tsim Mong,Holiday Inn Express Hong Kong Mongkok,,554
Central & Western,Excelsior Court,,555
Central & Western,Grand City Hotel,,556
Wan Chai,"Dorsett Wanchai, Hong Kong",,557
Sha Tin,Dragons Range,,558
Kowloon City,"Block A, The Dahfuldy",,559
Central & Western,Ramada Hong Kong Harbour View Hotel,,560
Tuen Mun,Oceania Heights,,561
Sai Kung,Beverly Garden,,562
Central & Western,Fairview Height,,563
Central & Western,"Block 2, Academic Terrace",,564
Sha Tin,"Block 2, The Castello",,565
Central & Western,32 Lyttelton Road,,566
Yau Tsim Mong,101 Ki Lung Street,,567
Eastern,"Block 41, Heng Fa Chuen",,568
Sai Kung,"Tower 10, La Splendeur Tower, Lohas Park",,569
Wong Tai Sin,"Block E, Galaxia",,570
Southern,Pine Crest,,571
Kwun Tong,"Block 1, Hong Lee Court",,572
Sha Tin,"Tower 5, Festival City",,573
Sai Kung,"Yee Yan House, Yee Ming Estate",,574
Central & Western,48 Kennedy Road,,575
Central & Western,Golden Valley Mansion,,576
Central & Western,Golden Valley Mansion,,577
Central & Western,Golden Valley Mansion,,578
Central & Western,Golden Valley Mansion,,579
Tuen Mun,"Hing Shing House, Tai Hing Estate",,580
Tuen Mun,"Siu Fu House, Siu Kwai Court",,581
Eastern,"Block 4, Provident Centre",,583
Central & Western,2-4 Shelley Street (non-residential),13/03/2020,"191, 217, 250, 332"
Central & Western,44 D'Aguilar Street (non-residential),13/03/2020,"191, 217, 250, 332"
Central & Western,63 Wyndham Street (non-residential),13/03/2020,"191, 217, 373"
Central & Western,45 Pottinger Street (non-residential),13/03/2020,"217, 275, 278, 284, 332"
Wan Chai,The Harbourview (non-residential),14/03/2020,144
Southern,"Ping On House, 2 Chengtu Road (non-residential)",14/03/2020,149
Kowloon City,In House (non-residential),14/03/2020,154
Wan Chai,Pinnacle Building (non-residential),14/03/2020,"169, 208"
Central & Western,Scenic Rise (non-residential),14/03/2020,"169, 208, 315"
Central & Western,The Grand Stage (non-residential),14/03/2020,170
Tuen Mun,Kam Men Mansion (non-residential),14/03/2020,170
Tsuen Wan,Royal View Hotel (non-residential),14/03/2020,170
Tuen Mun,The Sherwood (non-residential),14/03/2020,170
Tuen Mun,1 Lam Tei Main Street (non-residential),14/03/2020,170
Sai Kung,10A-C Po Tung Rd (non-residential),14/03/2020,182
Islands,Auberge Discovery Bay Hong Kong (non-residential),14/03/2020,"191, 233, 237, 253, 258, 259, 287, 295, 332, 373"
Yau Tsim Mong,Wing On Plaza (non-residential),14/03/2020,"191, 373"
Central & Western,Standard Chartered Bank Building (non-residential),14/03/2020,194
Central & Western,37-44 Cochrane Street (non-residential),14/03/2020,217
Central & Western,20A D'Aguilar Street (non-residential),14/03/2020,217
Yau Tsim Mong,Harbour Crystal Centre (non-residential),14/03/2020,"233, 253, 259, 295"
Yau Tsim Mong,Harilela Mansion (non-residential),14/03/2020,250
Yau Tsim Mong,23 Lock Road (non-residential),14/03/2020,250
Yau Tsim Mong,3F Portland Street (non-residential),14/03/2020,273
Central & Western,83 Catchick Street (non-residential),14/03/2020,318
Wan Chai,South China Athletic Association (non-residential),14/03/2020,318
Kwai Tsing,Kwai Chung Plaza (non-residential),14/03/2020,337
Wan Chai,Golden Hill Mansion (non-residential),14/03/2020,345
Wan Chai,258 Queen's Road East (non-residential),14/03/2020,345
Kwun Tong,Wing Ngai Mansion (non-residential),14/03/2020,450
Wong Tai Sin,Tai Shing Street Market (non-residential),14/03/2020,484
Tuen Mun,2 Hoi Chu Road (non-residential),15/03/2020,152
North,"Lai Ming House, Wah Ming Estate (non-residential)",15/03/2020,155
Central & Western,JW Marriott Hotel Hong Kong (non-residential),15/03/2020,156
Yau Tsim Mong,Kam San Building 78-86 Reclamation Street (non-residential),15/03/2020,159
Tuen Mun,Tuen Mun Town Plaza (non-residential),15/03/2020,161
Tuen Mun,Tuen Mun Trend Plaza (non-residential),15/03/2020,161
Wan Chai,14 Tai Wong Street East (non-residential),15/03/2020,169
Southern,Union Industrial Building (non-residential),15/03/2020,"169, 208, 277, 315, 375"
Eastern,Cheerful Garden (non-residential),15/03/2020,170
Sha Tin,Courtyard by Marriott Hong Kong (non-residential),15/03/2020,171
Sha Tin,Jubilee Square (non-residential),15/03/2020,172
Sham Shui Po,323 Lai Chi Kok Rd (non-residential),15/03/2020,191
Sham Shui Po,225 Ki Lung Street (non-residential),15/03/2020,191
Central & Western,Printing House (non-residential),15/03/2020,194
Wan Chai,9 Star Street (non-residential),15/03/2020,195
Yau Tsim Mong,Langham Hotel Hong Kong (non-residential),15/03/2020,195
Wan Chai,Sun Fung Mansion (non-residential),15/03/2020,195
Central & Western,46 Wyndham Street (non-residential),15/03/2020,217
Central & Western,60 Wyndham Street (non-residential),15/03/2020,217
Central & Western,5 Lan Kwai Fong (non-residential),15/03/2020,217
Central & Western,California Tower (non-residential),15/03/2020,227
Central & Western,Hong Kong Plaza (non-residential),15/03/2020,250
Eastern,Eastern Centre (non-residential),15/03/2020,367
Wan Chai,Dorsett Wanchai Hong Kong (non-residential),15/03/2020,422
Yau Tsim Mong,Omega Plaza (non-residential),15/03/2020,450
Tsuen Wan,Metroplaza Tower 2 (non-residential),15/03/2020,511
Yau Tsim Mong,Sino Cheer Plaza (non-residential),16/03/2020,159
Yau Tsim Mong,"Harvest Moon House, 337 - 339 Nathan Road (non-residential)",16/03/2020,159
Yau Tsim Mong,"Hang Shing Building, 363 Nathan Road (non-residential)",16/03/2020,159
Southern,Stanley Plaza (non-residential),16/03/2020,160
Central & Western,Admiralty Centre Tower 1 (non-residential),16/03/2020,161
Wan Chai,Win Fung Building (non-residential),16/03/2020,"169, 208"
Sha Tin,The Palazzo Shopping Centre (non-residential),16/03/2020,172
Yau Tsim Mong,"152 Austin Road, Tsim Sha Tsui, Kowloon (non-residential)",16/03/2020,"174, 222, 243, 285, 286"
Central & Western,Nan Dao Commercial Building (non-residential),16/03/2020,"177, 178"
Central & Western,Silver Jubilee Mansion (non-residential),16/03/2020,"177, 178"
Central & Western,Century Square (non-residential),16/03/2020,"184, 195"
Central & Western,The Centrium (non-residential),16/03/2020,195
Central & Western,Kinwick Centre (non-residential),16/03/2020,195
Central & Western,21 Gough Street (non-residential),16/03/2020,195
Central & Western,California Tower (non-residential),16/03/2020,"195, 199"
Central & Western,Wing Tuck Commercial Centre (non-residential),16/03/2020,208
Central & Western,St. George's Building (non-residential),16/03/2020,227
Central & Western,Wilson House (non-residential),16/03/2020,248
Eastern,AIA HK Tower (non-residential),16/03/2020,250
Eastern,"Phase II, Healthy Village (non-residential)",16/03/2020,250
Central & Western,Wah Ming Centre (non-residential),16/03/2020,251
Tuen Mun,Hong Kong Gold Coast Hotel (non-residential),16/03/2020,253
Central & Western,Hang Fai Building (non-residential),16/03/2020,261
Kwun Tong,Draco Industrial Building (non-residential),16/03/2020,262
Tsuen Wan,Wing Fung Industrial Building (non-residential),16/03/2020,263
Eastern,Hing Tung Shopping Centre (non-residential),16/03/2020,304
Central & Western,The Centrium (non-residential),16/03/2020,318
Yau Tsim Mong,Sun Ming Building (non-residential),16/03/2020,337
Yau Tsim Mong,Belgian Bank Building (non-residential),16/03/2020,371
Sham Shui Po,Peony House (non-residential),16/03/2020,428
Yau Tsim Mong,19 Lai Chi Kok Road (non-residential),16/03/2020,428
Eastern,1063 King's Road (non-residential),16/03/2020,483
Tuen Mun,"Shopping Centre, Melody Garden (non-residential)",17/03/2020,"120 , 121, 244"
Sha Tin,Hilton Plaza (non-residential),17/03/2020,172
Sha Tin,CCT Telecom Building (non-residential),17/03/2020,"191, 217"
Kowloon City,Hong Kong Baptist Hospital (non-residential),17/03/2020,"195, 243"
Kwun Tong,Lam Tin South Sports Centre (non-residential),17/03/2020,200
Sai Kung,Park Central Shopping Centre (non-residential),17/03/2020,205
Central & Western,Prince’s Building (non-residential),17/03/2020,206
Central & Western,33 Des Voeux Rd West (non-residential),17/03/2020,208
Tsuen Wan,Carson Mansion (non-residential),17/03/2020,229
Kwai Tsing,"Block 1, Kwai Tak Industrial Centre (non-residential)",17/03/2020,"229,  337,  338"
Kwun Tong,C-BONS International Tower (non-residential),17/03/2020,233
Wan Chai,The Urban Edition (non-residential),17/03/2020,236
Eastern,Sai Wan Ho Market (non-residential),17/03/2020,237
Wan Chai,Vocational Training Council (non-residential),17/03/2020,237
Tsuen Wan,8 Chung On Street (non-residential),17/03/2020,253
Central & Western,Yip Fung Building (non-residential),17/03/2020,312
Islands,City Gate Outlets (non-residential),17/03/2020,371
Central & Western,The L. Place (non-residential),17/03/2020,422
Kwai Tsing,Maritime Square (non-residential),17/03/2020,428
Central & Western,M88 Wellington Place (non-residential),17/03/2020,437
Wan Chai,Hysan Place (non-residential),17/03/2020,437
Sha Tin,New Town Plaza (non-residential),17/03/2020,483
Central & Western,Cheung Kong Center (non-residential),17/03/2020,524
Sha Tin,Hong Kong Sports Institute (non-residential),17/03/2020,529
Central & Western,Bank of China building (non-residential),18/03/2020,"106, 183, 204"
Sha Tin,CCT Telecom Building (non-residential),18/03/2020,"191, 217, 373"
Tuen Mun,V city (non-residential),18/03/2020,193
Central & Western,"ICBC Tower, Garden Road (non-residential)",18/03/2020,"195, 339"
Yau Tsim Mong,Boundary Street Sports Centre No. 2 (non-residential),18/03/2020,200
Yuen Long,Yuen Long Division Police Station (non-residential),18/03/2020,201
Central & Western,Gloucester Tower (non-residential),18/03/2020,206
Central & Western,Central Buildling (non-residential),18/03/2020,227
Sha Tin,89 Chik Fu Street (non-residential),18/03/2020,253
Kwai Tsing,Hutchison Telecom Tower (non-residential),18/03/2020,259
Central & Western,Nan Fung Place (non-residential),18/03/2020,270
Wan Chai,YF Life Tower (non-residential),18/03/2020,277
