As of date,As of time,Countries/areas,Cumulative number of confirmed cases,Number of newly confirmed cases reported in the past 14 days,Cumulative number of deaths among confirmed cases,Remark
08/04/2020,10:00,Pakistan,3864,2977,54,
08/04/2020,10:00,Palestine,254,195,1,
08/04/2020,10:00,Panama,1988,1643,54,
08/04/2020,10:00,Papua New Guinea,1,0,0,
08/04/2020,10:00,Paraguay,113,91,5,
08/04/2020,10:00,Peru,2281,1886,83,
08/04/2020,10:00,Philippines,3660,3198,163,
08/04/2020,10:00,Poland,4413,3664,107,
08/04/2020,10:00,Portugal,11730,9670,311,
08/04/2020,10:00,Puerto Rico,513,482,21,
08/04/2020,10:00,Qatar,1832,1331,4,
08/04/2020,10:00,Republic of Moldova,965,856,19,
08/04/2020,10:00,Réunion,349,278,0,
08/04/2020,10:00,Romania,4057,3481,157,
08/04/2020,10:00,Russia,6343,5905,47,
08/04/2020,10:00,Rwanda,104,68,0,
08/04/2020,10:00,Saint Barthélemy,6,3,0,
08/04/2020,10:00,Saint Kitts and Nevis,10,10,0,
08/04/2020,10:00,Saint Lucia,14,11,0,
08/04/2020,10:00,Saint Martin,31,23,2,
08/04/2020,10:00,Saint Vincent and the Grenadines,7,6,0,
08/04/2020,10:00,San Marino,277,90,32,
08/04/2020,10:00,São Tomé and Príncipe,4,4,0,
08/04/2020,10:00,Saudi Arabia,2752,2190,38,
08/04/2020,10:00,Senegal,226,147,2,
08/04/2020,10:00,Serbia,2200,1951,58,
08/04/2020,10:00,Seychelles,11,4,0,
08/04/2020,10:00,Sierra Leone,6,6,0,
08/04/2020,10:00,Singapore,1481,923,6,
08/04/2020,10:00,Sint Maarten,37,35,6,
08/04/2020,10:00,Slovakia,534,343,2,
08/04/2020,10:00,Slovenia,1021,579,30,
08/04/2020,10:00,Somalia,7,6,0,
08/04/2020,10:00,South Africa,1686,1284,12,
08/04/2020,10:00,South Sudan,1,1,0,
08/04/2020,10:00,Spain,140510,100837,13798,
08/04/2020,10:00,Sri Lanka,176,79,5,
08/04/2020,10:00,Sudan,14,12,2,
08/04/2020,10:00,Suriname,10,8,1,
08/04/2020,10:00,Sweden,7206,5190,477,
08/04/2020,10:00,Switzerland,21574,13559,715,
08/04/2020,10:00,Syrian Arab Republic,19,18,2,
08/04/2020,10:00,Taiwan,376,160,5,
08/04/2020,10:00,Thailand,2220,1393,26,
08/04/2020,10:00,Timor-Leste,1,0,0,
08/04/2020,10:00,Togo,44,26,3,
08/04/2020,10:00,Trinidad and Tobago,105,54,8,
08/04/2020,10:00,Tunisia,596,507,22,
08/04/2020,10:00,Turkey,30217,28688,649,
08/04/2020,10:00,Turks and Caicos Islands,5,4,1,
08/04/2020,10:00,Uganda,52,43,0,
08/04/2020,10:00,Ukraine,1462,1378,45,
08/04/2020,10:00,United Arab Emirates,2076,1878,11,
08/04/2020,10:00,United Kingdom,55242,47165,6159,
08/04/2020,10:00,United Republic of Tanzania,24,12,1,
08/04/2020,10:00,United States of America,374329,330146,12064,
08/04/2020,10:00,United States Virgin Islands,43,26,1,
08/04/2020,10:00,Uruguay,406,244,6,
08/04/2020,10:00,Uzbekistan,472,426,2,
08/04/2020,10:00,Venezuela (Bolivarian Republic of),159,89,3,
08/04/2020,10:00,Viet Nam,245,122,0,
08/04/2020,10:00,Zambia,39,36,1,
08/04/2020,10:00,Zimbabwe,9,7,1,
09/04/2020,10:00,Afghanistan,423,349,14,
09/04/2020,10:00,Albania,400,254,22,
09/04/2020,10:00,Algeria,1468,1204,194,
09/04/2020,10:00,Andorra,551,363,22,
09/04/2020,10:00,Angola,17,15,2,
09/04/2020,10:00,Anguilla,3,3,0,
09/04/2020,10:00,Antigua and Barbuda,15,12,0,
09/04/2020,10:00,Argentina,1628,1327,53,
09/04/2020,10:00,Armenia,877,612,8,
09/04/2020,10:00,Aruba,71,59,0,
09/04/2020,10:00,Australia,5956,3704,45,
09/04/2020,10:00,Austria,12640,7358,243,
09/04/2020,10:00,Azerbaijan,717,630,8,
09/04/2020,10:00,Bahamas,33,29,5,
09/04/2020,10:00,Bahrain,811,419,5,
09/04/2020,10:00,Bangladesh,164,125,17,
09/04/2020,10:00,Barbados,60,42,2,
09/04/2020,10:00,Belarus,861,780,13,
09/04/2020,10:00,Belgium,22194,17925,2035,
09/04/2020,10:00,Belize,7,6,1,
09/04/2020,10:00,Benin,26,21,1,
09/04/2020,10:00,Bermuda,39,33,2,
09/04/2020,10:00,Bhutan,5,3,0,
09/04/2020,10:00,Bolivia,194,166,14,
09/04/2020,10:00,"Bonaire, Sint Eustatius and Saba",2,2,0,
09/04/2020,10:00,Bosnia and Herzegovina,781,617,32,
09/04/2020,10:00,Botswana,6,6,1,
09/04/2020,10:00,Brazil,12056,9855,553,
09/04/2020,10:00,British Virgin Islands,3,3,0,
09/04/2020,10:00,Brunei Darussalam,135,31,1,
09/04/2020,10:00,Bulgaria,577,357,23,
09/04/2020,10:00,Burkina Faso,364,250,18,
09/04/2020,10:00,Burundi,3,3,0,
09/04/2020,10:00,Cabo Verde,7,4,1,
09/04/2020,10:00,Cambodia,115,24,0,
09/04/2020,10:00,Cameroon,555,483,9,
09/04/2020,10:00,Canada,17049,15310,345,
09/04/2020,10:00,Cayman Islands,39,34,1,
09/04/2020,10:00,Central African Republic,9,5,0,
09/04/2020,10:00,Chad,10,7,0,
09/04/2020,10:00,Chile,5116,4194,43,
09/04/2020,10:00,Colombia,1579,1273,46,
09/04/2020,10:00,Congo,45,41,5,
09/04/2020,10:00,Costa Rica,467,290,2,
09/04/2020,10:00,Côte d’Ivoire,349,277,3,
09/04/2020,10:00,Croatia,1282,900,18,
09/04/2020,10:00,Cuba,396,348,11,
09/04/2020,10:00,Curaçao,13,7,1,
09/04/2020,10:00,Cyprus,494,370,14,
09/04/2020,10:00,Czech Republic,5017,3623,88,
09/04/2020,10:00,Democratic Republic of the Congo,183,138,20,
09/04/2020,10:00,Denmark,5071,3480,203,
09/04/2020,10:00,Djibouti,121,118,0,
09/04/2020,10:00,Dominica,15,13,0,
09/04/2020,10:00,Dominican Republic,1956,1644,98,
09/04/2020,10:00,Ecuador,3747,2698,191,
09/04/2020,10:00,Egypt,1450,1048,94,
09/04/2020,10:00,El Salvador,78,73,4,
09/04/2020,10:00,Equatorial Guinea,16,10,0,
09/04/2020,10:00,Eritrea,31,30,0,
09/04/2020,10:00,Estonia,1149,780,21,
09/04/2020,10:00,Eswatini,10,6,0,
09/04/2020,10:00,Ethiopia,52,40,1,
09/04/2020,10:00,Falkland Islands (Malvinas),2,2,0,
09/04/2020,10:00,Faroe Islands,184,62,0,
09/04/2020,10:00,Fiji,15,11,0,
09/04/2020,10:00,Finland,2308,1516,34,
09/04/2020,10:00,France,82048,56815,10313,
09/04/2020,10:00,French Guiana,72,49,0,
09/04/2020,10:00,French Polynesia,47,22,0,
09/04/2020,10:00,Gabon,24,18,1,
09/04/2020,10:00,Gambia,4,2,1,
09/04/2020,10:00,Georgia,208,135,3,
09/04/2020,10:00,Germany,103228,71674,1861,
09/04/2020,10:00,Ghana,287,234,5,
09/04/2020,10:00,Gibraltar,113,98,1,
09/04/2020,10:00,Greece,1832,1089,81,
09/04/2020,10:00,Greenland,11,7,0,
09/04/2020,10:00,Grenada,12,11,0,
09/04/2020,10:00,Guadeloupe,139,66,7,
09/04/2020,10:00,Guam,121,89,4,
09/04/2020,10:00,Guatemala,77,56,3,
09/04/2020,10:00,Guernsey,166,143,4,
09/04/2020,10:00,Guinea,144,140,0,
09/04/2020,10:00,Guinea-Bissau,33,33,0,
09/04/2020,10:00,Guyana,31,26,5,
09/04/2020,10:00,Haiti,25,18,1,
09/04/2020,10:00,Holy See,7,6,0,
09/04/2020,10:00,Honduras,305,275,22,
09/04/2020,10:00,Hong Kong Special Administrative Region,961,550,4,Including 1 probable case
09/04/2020,10:00,Hungary,895,669,58,
09/04/2020,10:00,Iceland,1586,938,6,
09/04/2020,10:00,India,5194,4632,149,
09/04/2020,10:00,Indonesia,2738,2052,221,
09/04/2020,10:00,Iran,64586,37569,3993,
09/04/2020,10:00,Iraq,1122,806,65,
09/04/2020,10:00,Ireland,5709,4380,210,
09/04/2020,10:00,Isle of Man,150,127,1,
09/04/2020,10:00,Israel,9404,7234,71,
09/04/2020,10:00,Italy,139422,65036,17669,
09/04/2020,10:00,Jamaica,59,38,3,
09/04/2020,10:00,Japan,4768,3477,85,Excluding 712 cases were confirmed among passengers/crews in a cruise ship (including 11 fatal cases)
09/04/2020,10:00,Jersey,170,154,3,
09/04/2020,10:00,Jordan,353,200,6,
09/04/2020,10:00,Kazakhstan,709,630,6,
09/04/2020,10:00,Kenya,172,147,6,
09/04/2020,10:00,Korea,10423,1182,204,
09/04/2020,10:00,Kosovo,184,121,5,
09/04/2020,10:00,Kuwait,743,548,1,
09/04/2020,10:00,Kyrgyzstan,270,228,4,
09/04/2020,10:00,Lao People's Democratic Republic,12,10,0,
09/04/2020,10:00,Latvia,548,351,2,
09/04/2020,10:00,Lebanon,548,244,19,
09/04/2020,10:00,Liberia,14,11,3,
09/04/2020,10:00,Libya,20,19,1,
09/04/2020,10:00,Liechtenstein,78,31,1,
09/04/2020,10:00,Lithuania,880,671,15,
09/04/2020,10:00,Luxembourg,2970,1871,44,
09/04/2020,10:00,Macao Special Administrative Region,45,14,0,
09/04/2020,10:00,Madagascar,92,73,0,
09/04/2020,10:00,Mainland China,81865,580,3335,
09/04/2020,10:00,Malawi,8,8,1,
09/04/2020,10:00,Malaysia,3963,2339,63,
09/04/2020,10:00,Maldives,19,6,0,
09/04/2020,10:00,Mali,47,47,5,
09/04/2020,10:00,Malta,293,173,0,
09/04/2020,10:00,Martinique,151,94,4,
09/04/2020,10:00,Mauritania,6,4,1,
09/04/2020,10:00,Mauritius,268,226,7,
09/04/2020,10:00,Mayotte,184,154,2,
09/04/2020,10:00,Mexico,2439,2069,125,
09/04/2020,10:00,Monaco,40,17,0,
09/04/2020,10:00,Mongolia,15,5,0,
09/04/2020,10:00,Montenegro,248,219,2,
09/04/2020,10:00,Montserrat,6,5,0,
09/04/2020,10:00,Morocco,1184,1014,90,
09/04/2020,10:00,Mozambique,10,7,0,
09/04/2020,10:00,Myanmar,22,19,3,
09/04/2020,10:00,Namibia,16,12,0,
09/04/2020,10:00,Nepal,9,7,0,
09/04/2020,10:00,Netherlands,19580,14020,2101,
09/04/2020,10:00,New Caledonia,18,8,0,
09/04/2020,10:00,New Zealand,969,780,1,
09/04/2020,10:00,Nicaragua,6,4,1,
09/04/2020,10:00,Niger,278,276,11,
09/04/2020,10:00,Nigeria,254,212,6,
09/04/2020,10:00,North Macedonia,599,451,27,
09/04/2020,10:00,Northern Mariana Islands,8,8,2,
09/04/2020,10:00,Norway,5863,3297,69,
09/04/2020,10:00,Oman,419,320,2,
09/04/2020,10:00,Pakistan,4072,3081,58,
09/04/2020,10:00,Palestine,263,203,1,
09/04/2020,10:00,Panama,2100,1755,55,
09/04/2020,10:00,Papua New Guinea,1,0,0,
09/04/2020,10:00,Paraguay,115,88,5,
09/04/2020,10:00,Peru,2561,2145,92,
09/04/2020,10:00,Philippines,3764,3212,177,
09/04/2020,10:00,Poland,4848,3947,129,
09/04/2020,10:00,Portugal,12442,10080,345,
09/04/2020,10:00,Puerto Rico,573,534,23,
09/04/2020,10:00,Qatar,2057,1531,6,
09/04/2020,10:00,Republic of Moldova,1056,931,22,
09/04/2020,10:00,Réunion,358,275,0,
09/04/2020,10:00,Romania,4417,3655,182,
09/04/2020,10:00,Russia,7497,6839,58,
09/04/2020,10:00,Rwanda,105,65,0,
09/04/2020,10:00,Saint Barthélemy,6,3,0,
09/04/2020,10:00,Saint Kitts and Nevis,10,10,0,
09/04/2020,10:00,Saint Lucia,14,11,0,
09/04/2020,10:00,Saint Martin,31,23,2,
09/04/2020,10:00,Saint Pierre and Miquelon,1,1,0,
09/04/2020,10:00,Saint Vincent and the Grenadines,7,6,0,
09/04/2020,10:00,San Marino,279,92,34,
09/04/2020,10:00,São Tomé and Príncipe,4,4,0,
09/04/2020,10:00,Saudi Arabia,2795,2028,41,
09/04/2020,10:00,Senegal,237,151,2,
09/04/2020,10:00,Serbia,2447,2144,61,
09/04/2020,10:00,Seychelles,11,4,0,
09/04/2020,10:00,Sierra Leone,6,6,0,
09/04/2020,10:00,Singapore,1623,1059,6,
09/04/2020,10:00,Sint Maarten,40,38,8,
09/04/2020,10:00,Slovakia,598,394,2,
09/04/2020,10:00,Slovenia,1055,575,36,
09/04/2020,10:00,Somalia,8,7,0,
09/04/2020,10:00,South Africa,1749,1195,13,
09/04/2020,10:00,South Sudan,1,1,0,
09/04/2020,10:00,Spain,146690,99080,14555,
09/04/2020,10:00,Sri Lanka,186,84,6,
09/04/2020,10:00,Sudan,14,11,2,
09/04/2020,10:00,Suriname,10,4,1,
09/04/2020,10:00,Sweden,7693,5421,591,
09/04/2020,10:00,Switzerland,22164,13375,641,
09/04/2020,10:00,Syrian Arab Republic,19,18,2,
09/04/2020,10:00,Taiwan,379,144,5,
09/04/2020,10:00,Thailand,2369,1435,30,
09/04/2020,10:00,Timor-Leste,1,0,0,
09/04/2020,10:00,Togo,58,38,3,
09/04/2020,10:00,Trinidad and Tobago,106,49,8,
09/04/2020,10:00,Tunisia,623,509,23,
09/04/2020,10:00,Turkey,34109,32237,725,
09/04/2020,10:00,Turks and Caicos Islands,8,7,1,
09/04/2020,10:00,Uganda,52,43,0,
09/04/2020,10:00,Ukraine,1668,1555,52,
09/04/2020,10:00,United Arab Emirates,2359,2111,12,
09/04/2020,10:00,United Kingdom,60733,51204,7097,
09/04/2020,10:00,United Republic of Tanzania,24,12,1,
09/04/2020,10:00,United States of America,395011,340558,12754,
09/04/2020,10:00,United States Virgin Islands,43,26,1,
09/04/2020,10:00,Uruguay,415,253,6,
09/04/2020,10:00,Uzbekistan,534,484,3,
09/04/2020,10:00,Venezuela (Bolivarian Republic of),165,88,7,
09/04/2020,10:00,Viet Nam,249,115,0,
09/04/2020,10:00,Zambia,39,36,1,
09/04/2020,10:00,Zimbabwe,11,9,2,
10/04/2020,10:00,Afghanistan,444,364,15,
10/04/2020,10:00,Albania,409,235,22,
10/04/2020,10:00,Algeria,1572,1308,205,
10/04/2020,10:00,Andorra,566,353,24,
10/04/2020,10:00,Angola,19,17,2,
10/04/2020,10:00,Anguilla,3,3,0,
10/04/2020,10:00,Antigua and Barbuda,19,16,2,
10/04/2020,10:00,Argentina,1715,1328,60,
10/04/2020,10:00,Armenia,921,631,10,
10/04/2020,10:00,Aruba,74,55,0,
10/04/2020,10:00,Australia,6052,3253,50,
10/04/2020,10:00,Austria,12969,7081,273,
10/04/2020,10:00,Azerbaijan,822,729,8,
10/04/2020,10:00,Bahamas,36,31,6,
10/04/2020,10:00,Bahrain,823,404,5,
10/04/2020,10:00,Bangladesh,218,179,20,
10/04/2020,10:00,Barbados,63,45,3,
10/04/2020,10:00,Belarus,1066,980,13,
10/04/2020,10:00,Belgium,23403,18466,2240,
10/04/2020,10:00,Belize,8,6,1,
10/04/2020,10:00,Benin,26,21,1,
10/04/2020,10:00,Bermuda,39,32,2,
10/04/2020,10:00,Bhutan,5,3,0,
10/04/2020,10:00,Bolivia,210,171,15,
10/04/2020,10:00,"Bonaire, Sint Eustatius and Saba",2,2,0,
10/04/2020,10:00,Bosnia and Herzegovina,816,643,35,
10/04/2020,10:00,Botswana,6,6,1,
10/04/2020,10:00,Brazil,13717,11284,667,
10/04/2020,10:00,British Virgin Islands,3,3,0,
10/04/2020,10:00,Brunei Darussalam,135,26,1,
10/04/2020,10:00,Bulgaria,593,351,24,
10/04/2020,10:00,Burkina Faso,384,238,19,
10/04/2020,10:00,Burundi,3,3,0,
10/04/2020,10:00,Cabo Verde,7,4,1,
10/04/2020,10:00,Cambodia,117,21,0,
10/04/2020,10:00,Cameroon,730,660,10,
10/04/2020,10:00,Canada,18433,15024,401,
10/04/2020,10:00,Cayman Islands,45,37,2,
10/04/2020,10:00,Central African Republic,10,5,0,
10/04/2020,10:00,Chad,10,7,0,
10/04/2020,10:00,Chile,5546,4404,48,
10/04/2020,10:00,Colombia,1780,1310,50,
10/04/2020,10:00,Congo,60,56,5,
10/04/2020,10:00,Costa Rica,483,282,2,
10/04/2020,10:00,Côte d’Ivoire,384,304,3,
10/04/2020,10:00,Croatia,1343,925,19,
10/04/2020,10:00,Cuba,457,400,12,
10/04/2020,10:00,Curaçao,14,8,1,
10/04/2020,10:00,Cyprus,526,394,14,
10/04/2020,10:00,Czech Republic,5312,3658,99,
10/04/2020,10:00,Democratic Republic of the Congo,207,156,20,
10/04/2020,10:00,Denmark,5402,3678,218,
10/04/2020,10:00,Djibouti,135,123,0,
10/04/2020,10:00,Dominica,15,8,0,
10/04/2020,10:00,Dominican Republic,1956,1564,98,
10/04/2020,10:00,Ecuador,4450,3239,242,
10/04/2020,10:00,Egypt,1560,1104,103,
10/04/2020,10:00,El Salvador,93,80,5,
10/04/2020,10:00,Equatorial Guinea,16,10,0,
10/04/2020,10:00,Eritrea,33,29,0,
10/04/2020,10:00,Estonia,1185,781,24,
10/04/2020,10:00,Eswatini,12,8,0,
10/04/2020,10:00,Ethiopia,55,43,2,
10/04/2020,10:00,Falkland Islands (Malvinas),5,5,0,
10/04/2020,10:00,Faroe Islands,184,52,0,
10/04/2020,10:00,Fiji,15,10,0,
10/04/2020,10:00,Finland,2487,1607,40,
10/04/2020,10:00,France,86334,61101,10853,
10/04/2020,10:00,French Guiana,77,49,0,
10/04/2020,10:00,French Polynesia,51,26,0,
10/04/2020,10:00,Gabon,24,18,1,
10/04/2020,10:00,Gambia,4,2,1,
10/04/2020,10:00,Georgia,214,137,3,
10/04/2020,10:00,Germany,108202,71694,2107,
10/04/2020,10:00,Ghana,313,245,6,
10/04/2020,10:00,Gibraltar,113,87,1,
10/04/2020,10:00,Greece,1884,1063,83,
10/04/2020,10:00,Greenland,11,6,0,
10/04/2020,10:00,Grenada,12,11,0,
10/04/2020,10:00,Guadeloupe,139,63,8,
10/04/2020,10:00,Guam,125,88,4,
10/04/2020,10:00,Guatemala,87,63,3,
10/04/2020,10:00,Guernsey,166,136,4,
10/04/2020,10:00,Guinea,164,160,0,
10/04/2020,10:00,Guinea-Bissau,33,31,0,
10/04/2020,10:00,Guyana,33,28,5,
10/04/2020,10:00,Haiti,27,19,1,
10/04/2020,10:00,Holy See,8,4,0,
10/04/2020,10:00,Honduras,312,260,22,
10/04/2020,10:00,Hong Kong Special Administrative Region,974,520,4,Including 1 probable case
10/04/2020,10:00,Hungary,980,719,66,
10/04/2020,10:00,Iceland,1616,879,6,
10/04/2020,10:00,India,5734,5085,166,
10/04/2020,10:00,Indonesia,2956,2166,240,
10/04/2020,10:00,Iran,66220,36814,4110,
10/04/2020,10:00,Iraq,1202,856,69,
10/04/2020,10:00,Ireland,6224,4660,235,
10/04/2020,10:00,Isle of Man,150,127,1,
10/04/2020,10:00,Israel,9404,7035,71,
10/04/2020,10:00,Italy,143626,63087,18279,
10/04/2020,10:00,Jamaica,63,37,3,
10/04/2020,10:00,Japan,4768,3381,85,Excluding 712 cases were confirmed among passengers/crews in a cruise ship (including 11 fatal cases)
10/04/2020,10:00,Jersey,170,152,3,
10/04/2020,10:00,Jordan,358,186,6,
10/04/2020,10:00,Kazakhstan,727,630,7,
10/04/2020,10:00,Kenya,179,154,6,
10/04/2020,10:00,Korea,10450,1118,208,
10/04/2020,10:00,Kosovo,224,153,6,
10/04/2020,10:00,Kuwait,855,647,1,
10/04/2020,10:00,Kyrgyzstan,280,236,4,
10/04/2020,10:00,Lao People's Democratic Republic,15,12,0,
10/04/2020,10:00,Latvia,577,356,2,
10/04/2020,10:00,Lebanon,575,242,19,
10/04/2020,10:00,Liberia,31,28,4,
10/04/2020,10:00,Libya,21,20,1,
10/04/2020,10:00,Liechtenstein,79,28,1,
10/04/2020,10:00,Lithuania,912,638,15,
10/04/2020,10:00,Luxembourg,3034,1701,46,
10/04/2020,10:00,Macao Special Administrative Region,45,12,0,
10/04/2020,10:00,Madagascar,93,74,0,
10/04/2020,10:00,Mainland China,81907,567,3336,
10/04/2020,10:00,Malawi,8,8,1,
10/04/2020,10:00,Malaysia,4119,2323,65,
10/04/2020,10:00,Maldives,19,6,0,
10/04/2020,10:00,Mali,56,54,6,
10/04/2020,10:00,Malta,299,170,1,
10/04/2020,10:00,Martinique,152,86,4,
10/04/2020,10:00,Mauritania,6,4,1,
10/04/2020,10:00,Mauritius,273,226,7,
10/04/2020,10:00,Mayotte,186,151,2,
10/04/2020,10:00,Mexico,2785,2307,141,
10/04/2020,10:00,Monaco,54,35,0,
10/04/2020,10:00,Mongolia,16,6,0,
10/04/2020,10:00,Montenegro,248,196,2,
10/04/2020,10:00,Montserrat,8,6,0,
10/04/2020,10:00,Morocco,1275,1050,93,
10/04/2020,10:00,Mozambique,17,12,0,
10/04/2020,10:00,Myanmar,22,19,3,
10/04/2020,10:00,Namibia,16,11,0,
10/04/2020,10:00,Nepal,9,6,0,
10/04/2020,10:00,Netherlands,20549,14137,2248,
10/04/2020,10:00,New Caledonia,18,4,0,
10/04/2020,10:00,New Zealand,992,730,1,
10/04/2020,10:00,Nicaragua,6,4,1,
10/04/2020,10:00,Niger,342,340,11,
10/04/2020,10:00,Nigeria,276,230,6,
10/04/2020,10:00,North Macedonia,617,440,30,
10/04/2020,10:00,Northern Mariana Islands,11,11,2,
10/04/2020,10:00,Norway,6010,3094,80,
10/04/2020,10:00,Oman,457,358,2,
10/04/2020,10:00,Pakistan,4322,3265,63,
10/04/2020,10:00,Palestine,263,199,1,
10/04/2020,10:00,Panama,2249,1691,59,
10/04/2020,10:00,Papua New Guinea,2,1,0,
10/04/2020,10:00,Paraguay,119,78,5,
10/04/2020,10:00,Peru,2954,2474,107,
10/04/2020,10:00,Philippines,3870,3234,182,
10/04/2020,10:00,Poland,5205,4154,159,
10/04/2020,10:00,Portugal,13141,10146,380,
10/04/2020,10:00,Puerto Rico,620,569,24,
10/04/2020,10:00,Qatar,2210,1673,6,
10/04/2020,10:00,Republic of Moldova,1174,1025,28,
10/04/2020,10:00,Réunion,362,268,0,
10/04/2020,10:00,Romania,4761,3855,209,
10/04/2020,10:00,Russia,10131,9291,76,
10/04/2020,10:00,Rwanda,110,69,0,
10/04/2020,10:00,Saint Barthélemy,6,3,0,
10/04/2020,10:00,Saint Kitts and Nevis,11,9,0,
10/04/2020,10:00,Saint Lucia,14,11,0,
10/04/2020,10:00,Saint Martin,31,20,2,
10/04/2020,10:00,Saint Pierre and Miquelon,1,1,0,
10/04/2020,10:00,Saint Vincent and the Grenadines,8,7,0,
10/04/2020,10:00,San Marino,308,100,34,
10/04/2020,10:00,São Tomé and Príncipe,4,4,0,
10/04/2020,10:00,Saudi Arabia,2932,2032,41,
10/04/2020,10:00,Senegal,244,145,2,
10/04/2020,10:00,Serbia,2666,2282,65,
10/04/2020,10:00,Seychelles,11,4,0,
10/04/2020,10:00,Sierra Leone,7,7,0,
10/04/2020,10:00,Singapore,1910,1227,6,
10/04/2020,10:00,Sint Maarten,40,38,8,
10/04/2020,10:00,Slovakia,682,466,2,
10/04/2020,10:00,Slovenia,1091,563,40,
10/04/2020,10:00,Somalia,12,10,1,
10/04/2020,10:00,South Africa,1845,1136,18,
10/04/2020,10:00,South Sudan,1,1,0,
10/04/2020,10:00,Spain,152446,96258,15238,
10/04/2020,10:00,Sri Lanka,189,87,7,
10/04/2020,10:00,Sudan,14,11,2,
10/04/2020,10:00,Suriname,10,3,1,
10/04/2020,10:00,Sweden,8419,5909,687,
10/04/2020,10:00,Switzerland,22710,12996,705,
10/04/2020,10:00,Syrian Arab Republic,19,14,2,
10/04/2020,10:00,Taiwan,380,128,5,
10/04/2020,10:00,Thailand,2423,1489,32,
10/04/2020,10:00,Timor-Leste,1,0,0,
10/04/2020,10:00,Togo,70,47,3,
10/04/2020,10:00,Trinidad and Tobago,107,47,8,
10/04/2020,10:00,Tunisia,628,455,24,
10/04/2020,10:00,Turkey,38226,35793,812,
10/04/2020,10:00,Turks and Caicos Islands,8,7,1,
10/04/2020,10:00,Uganda,53,39,0,
10/04/2020,10:00,Ukraine,1892,1736,57,
10/04/2020,10:00,United Arab Emirates,2659,2326,12,
10/04/2020,10:00,United Kingdom,65077,53419,7978,
10/04/2020,10:00,United Republic of Tanzania,25,12,1,
10/04/2020,10:00,United States of America,427460,359020,14696,
10/04/2020,10:00,United States Virgin Islands,45,28,1,
10/04/2020,10:00,Uruguay,424,207,7,
10/04/2020,10:00,Uzbekistan,555,490,3,
10/04/2020,10:00,Venezuela (Bolivarian Republic of),166,75,7,
10/04/2020,10:00,Viet Nam,251,110,0,
10/04/2020,10:00,Zambia,39,36,1,
10/04/2020,10:00,Zimbabwe,11,9,2,
11/04/2020,10:00,Afghanistan,521,441,15,
11/04/2020,10:00,Albania,416,230,23,
11/04/2020,10:00,Algeria,1666,1361,235,
11/04/2020,10:00,Andorra,589,358,26,
11/04/2020,10:00,Angola,19,17,2,
11/04/2020,10:00,Anguilla,3,1,0,
11/04/2020,10:00,Antigua and Barbuda,19,16,2,
11/04/2020,10:00,Argentina,1795,1293,67,
11/04/2020,10:00,Armenia,937,608,11,
11/04/2020,10:00,Aruba,82,63,0,
11/04/2020,10:00,Australia,6152,3167,52,
11/04/2020,10:00,Austria,13248,6219,295,
11/04/2020,10:00,Azerbaijan,926,804,9,
11/04/2020,10:00,Bahamas,40,35,7,
11/04/2020,10:00,Bahrain,887,429,5,
11/04/2020,10:00,Bangladesh,330,282,21,
11/04/2020,10:00,Barbados,63,45,3,
11/04/2020,10:00,Belarus,1066,980,13,
11/04/2020,10:00,Belgium,24983,18748,2523,
11/04/2020,10:00,Belize,9,7,1,
11/04/2020,10:00,Benin,30,24,1,
11/04/2020,10:00,Bermuda,39,32,3,
11/04/2020,10:00,Bhutan,5,2,0,
11/04/2020,10:00,Bolivia,264,225,18,
11/04/2020,10:00,"Bonaire, Sint Eustatius and Saba",2,2,0,
11/04/2020,10:00,Bosnia and Herzegovina,875,662,36,
11/04/2020,10:00,Botswana,13,13,1,
11/04/2020,10:00,Brazil,15927,13494,800,
11/04/2020,10:00,British Virgin Islands,3,1,0,
11/04/2020,10:00,Brunei Darussalam,135,21,1,
11/04/2020,10:00,Bulgaria,624,360,24,
11/04/2020,10:00,Burkina Faso,414,268,19,
11/04/2020,10:00,Burundi,3,3,0,
11/04/2020,10:00,Cabo Verde,7,4,1,
11/04/2020,10:00,Cambodia,118,20,0,
11/04/2020,10:00,Cameroon,730,655,10,
11/04/2020,10:00,Canada,19759,16204,461,
11/04/2020,10:00,Cayman Islands,45,37,1,
11/04/2020,10:00,Central African Republic,10,5,0,
11/04/2020,10:00,Chad,11,6,0,
11/04/2020,10:00,Chile,5972,4666,57,
11/04/2020,10:00,Colombia,2054,1584,55,
11/04/2020,10:00,Congo,60,56,5,
11/04/2020,10:00,Costa Rica,502,301,3,
11/04/2020,10:00,Côte d’Ivoire,384,304,3,
11/04/2020,10:00,Croatia,1407,912,20,
11/04/2020,10:00,Cuba,515,448,15,
11/04/2020,10:00,Curaçao,14,7,1,
11/04/2020,10:00,Cyprus,564,418,15,
11/04/2020,10:00,Czech Republic,5569,3507,112,
11/04/2020,10:00,Democratic Republic of the Congo,215,161,20,
11/04/2020,10:00,Denmark,5635,3758,237,
11/04/2020,10:00,Djibouti,140,128,1,
11/04/2020,10:00,Dominica,15,4,0,
11/04/2020,10:00,Dominican Republic,2349,1861,118,
11/04/2020,10:00,Ecuador,4965,3754,272,
11/04/2020,10:00,Egypt,1699,1204,118,
11/04/2020,10:00,El Salvador,103,90,5,
11/04/2020,10:00,Equatorial Guinea,18,12,0,
11/04/2020,10:00,Eritrea,33,27,0,
