District,Building name,Last date of residence of the case(s),Related probable/confirmed cases
Central & Western,2-4 Shelley Street (non-residential),13/03/2020,"191, 217, 250, 332"
Central & Western,44 D'Aguilar Street (non-residential),13/03/2020,"191, 217, 250, 332"
Central & Western,63 Wyndham Street (non-residential),13/03/2020,"191, 217, 373"
Central & Western,45 Pottinger Street (non-residential),13/03/2020,"217, 275, 278, 284, 332"
Wan Chai,Pinnacle Building (non-residential),14/03/2020,"169, 208"
Central & Western,Scenic Rise (non-residential),14/03/2020,"169, 208, 315"
Islands,Auberge Discovery Bay Hong Kong (non-residential),14/03/2020,"191, 233, 237, 253, 258, 259, 287, 295, 332, 373"
Yau Tsim Mong,Wing On Plaza  (non-residential),14/03/2020,"191, 373"
Yau Tsim Mong,Harbour Crystal Centre (non-residential),14/03/2020,"233, 253, 259, 295"
Southern,Union Industrial Building (non-residential),15/03/2020,"169, 208, 277, 315, 375"
Central & Western,100 Third Street (non-residential),15/03/2020,"566, 618"
Wan Chai,Win Fung Building (non-residential),16/03/2020,"169, 208"
Yau Tsim Mong,152 Austin Road (non-residential),16/03/2020,"174, 222, 243, 285, 286"
Central & Western,Nan Dao Commercial Building (non-residential),16/03/2020,"177, 178"
Central & Western,Silver Jubilee Mansion (non-residential),16/03/2020,"177, 178"
Central & Western,Century Square (non-residential),16/03/2020,"184, 195"
Central & Western,California Tower (non-residential),16/03/2020,"195, 199"
Tuen Mun,"Shopping Centre, Melody Garden (non-residential)",17/03/2020,"120 , 121, 244"
Sha Tin,CCT Telecom Building (non-residential),17/03/2020,"191, 217"
Kowloon City,Hong Kong Baptist Hospital (non-residential),17/03/2020,"195, 243"
