District,Building name,Last date of residence of the case(s),Related probable/confirmed cases
Kwun Tong,"Ko Fung House, Ko Cheung Court",,854
North,"Kan Tau Tsuen, Kwan Tei",,855
Yuen Long,"Chuen Shui House, Shui Pin Wai Estate",,856
Wan Chai,United Mansion,,857
North,"Block B, Lung Fung Garden",,858
North,"Block B, Lung Fung Garden",,859
North,"Block B, Lung Fung Garden",,860
Kowloon City,Le Billionnaire,,862
Sai Kung,"Sheung Yan House, Sheung Tak Estate",,863
Central & Western,Rose Gardens,,865
Central & Western,Bishop Lei International House,,866
Kwai Tsing,Dorsett Tsuen Wan,,867
Sha Tin,"Fai Shing House, May Shing Court",,868
Wan Chai,Green Valley Mansion,,869
Tai Po,Kei Ling Ha San Wai,,870
Kwai Tsing,Silka Tsuen Wan Hotel,,871
Tuen Mun,"Hang King House, Siu Shan Court",,872
Central & Western,Borrett Mansions,,873
Wan Chai,Dorsett Wanchai,,874
Yau Tsim Mong,Kam Tong Building,,875
Yuen Long,"Block 4, Locwood Court, Kingswood Villas",,876
Islands,Island View,,878
Kwun Tong,"Block 4, Laguna City",,879
Wan Chai,Tagus Residences,,881
Sai Kung,Kei Pik Shan,,882
Wan Chai,Blue Pool Court,,883
Kwun Tong,"Choi Shing House, Choi Tak Estate",,884
Central & Western,"Block B, Monticello",,885
Eastern,Ramada Hong Kong Grand View,,886
Tuen Mun,Kam Fat Building,,887
Kowloon City,"Tower 2, The Metropolis Residence",,888
Southern,"Block 33, Baguio Villa (Lower)",,889
Sha Tin,"Block C, Garden Vista",,890
Kowloon City,Tung Hei Court,,891
Wan Chai,"The Park Lane Hong Kong, a Pullman Hotel",,892
Yuen Long,"Orchid Path, The Westwood, (Phase 1C), Palm Springs",,893
Central & Western,Borrett Mansions,,894
Kowloon City,Kensington House,,895
Sha Tin,"Tower 1, Festival City (Phase 2)",,896
Central & Western,"Tower 2, Island Crest",,897
North,Ha Shan Kai Wat,,898
Central & Western,Lexington Hill,,899
Central & Western,Robinson Place,,900
Wan Chai,Winfield Gardens,,901
Yuen Long,Yan Sau Wai,,902
Sai Kung,"Block 7, Bauhinia Garden",,903
Tuen Mun,San Hui Village,,905
Kowloon City,"Chiu Man House, Oi Man Estate",,912
Kowloon City,"Chiu Man House, Oi Man Estate",,913
Kwun Tong,"Ko Ching House, Ko Cheung Court",,914
Kowloon City,123 Pak Tai Street,,915
Yau Tsim Mong,Holiday Inn Express Hong Kong Mongkok,,Case notified by the Health Commission of Guangdong Province
Central & Western,40-42 Circular Pathway,,916
Southern,"Block 4, South Horizons",,917
Yau Tsim Mong,"Fujian Hotel, Mirador Mansion",,918
Sai Kung,Mau Po Road,,919
Wan Chai,Dorsett Wanchai,,920
Yau Tsim Mong,"Tower 6B, Imperial Cullinan",,921
Yuen Long,"Kat Hing Wai, Kam Tin",,922
Sha Tin,Lakeview Garden (House Zone),,923
Kwun Tong,"Sau Chi House, Sau Mau Ping Estate",,924
Kowloon City,"Tak Cheung House, Tak Long Estate",,925
Yuen Long,"Chak Fai House, Tin Chak Estate",,926
Kwai Tsing,"Luk Kwai House, Kwai Chung Estate",,928
Wan Chai,Yick Shing Mansion,,929
Eastern,Wah Yu Court,,932
Yau Tsim Mong,109 Temple Street,,933
Yuen Long,"Section C, 5th Street, Fairview Park",,934
Southern,Chung Hom Kok Road,,935
Sha Tin,"Hin Kwai House, Hin Keng Estate",,936
Yau Tsim Mong,Dorsett Mongkok,,Case notified by the Health Commission of Guangdong Province
Central & Western,Courtyard By Marriott Hong Kong,,Case notified by the Health Commission of Guangdong Province
Wan Chai,J Residence,,937
Central & Western,288 Des Voeux Road West,,938
Sai Kung,Hang Hau Village,,939
Sai Kung,Floral Villas,,940
Tsuen Wan,"Block 2, Hong Kong Garden",,943
Tuen Mun,"Kin Tai House, Fu Tai Estate",,944
North,"Block 2, Royal Jubilee",,945
Islands,"Block 6, Coastal Skyline",,946
Central & Western,"Block D, Pearl Gardens",,947
Wan Chai,"The Park Lane Hong Kong, a Pullman Hotel",,948
Yau Tsim Mong,The Imperial Hotel,,949
Yau Tsim Mong,Prudential Hotel,,949
Yuen Long,Fan Tin Tsuen,,950
Central & Western,"Tower 2, Island Crest",,953
Eastern,"Block 6, New Jade Garden",,954
Yuen Long,Tai Tseng Wai,,955
Tuen Mun,"Block 8, Seaview Garden",,956
Eastern,Wah Yu Court,,957
Eastern,Wah Yu Court,,958
Tsuen Wan,Silka Tsuen Wan Hotel,,959
Kwun Tong,"Block B1, Yau Tong Industrial City",,960
Yau Tsim Mong,Prat Mansions,,961
Eastern,"Han Kung Mansion, Kam Din Terrace, Taikoo Shing",,962
Eastern,Ramada Hong Kong Grand View,,963
Kowloon City,Sunderland Estate,,964
Central & Western,"Cheung Fai Building, 45 - 47 Cochrane Street",,965
Yau Tsim Mong,"Tower 6B, Imperial Cullinan",,966
Central & Western,"Harmony Court, 127 Bonham Strand",,968
Kwun Tong,"Block 2, Sceneway Garden",,969
Kwai Tsing,Dorsett Tsuen Wan,,970
Islands,"Headland Drive, Discovery Bay",,971
Yau Tsim Mong,"Golden Mansion, 83-85 Chatham Road South",,972
Central & Western,"Hillier Building, 273 - 275 Queen's Road Central",,973
Kowloon City,Tung Hei Court,,974
Tai Po,JC Castle,,975
Yuen Long,"Tung Tau Tsuen, Shap Pat Heung",,976
Tsuen Wan,"Block 30, Park Island",,977
Central & Western,Branksome Grande,,978
Wan Chai,V Wanchai,,979
Tai Po,Constellation Cove,,981
Sha Tin,"Block 6, Royal Ascot",,982
Kwun Tong,"Sau Ching House, Sau Mau Ping Estate",,983
Islands,"Crestmont Villa, Discovery Bay",,984
Yau Tsim Mong,"Tower 1, Harbour Green",,985
Central & Western,Bishop Lei International House,,987
Sha Tin,"Block 2, Carado Garden",,988
Kowloon City,"Prince Apartments, 226 Prince Edward Road West",,989
Central & Western,Kennedy Park at Central,,990
Yau Tsim Mong,YMCA of Hong Kong,,992
Central & Western,"Block 3, Garden Terrace",,993
Yuen Long,Tin Sam Village,,996
Sha Tin,St Moritz,,997
Yuen Long,"Tung Tau Tsuen, Shap Pat Heung",,998
Central & Western,Courtyard By Marriott Hong Kong,,1000
Central & Western,Beau Cloud Mansion,,1001
Tuen Mun,"Block 1, Pine Villas",,1002
Yuen Long,Yan Sau Wai,,1003
Kwai Tsing,"Fu Tai House, Tai Wo Hau Estate",,1004
Tuen Mun,"Block 8, Seaview Garden",,1005
Sha Tin,"Block 2, Carado Garden",,1007
Central & Western,"Block 3, Garden Terrace",,1009
Southern,Union Industrial Building (non-residential),15/3/2020,"169, 208, 277, 315, 375"
Central & Western,100 Third Street (non-residential),15/3/2020,"566, 618"
Wan Chai,Win Fung Building (non-residential),16/3/2020,"169, 208"
Yau Tsim Mong,152 Austin Road (non-residential),16/3/2020,"174, 222, 243, 285, 286"
Central & Western,Nan Dao Commercial Building (non-residential),16/3/2020,"177, 178"
Central & Western,Silver Jubilee Mansion (non-residential),16/3/2020,"177, 178"
Central & Western,Century Square (non-residential),16/3/2020,"184, 195"
Central & Western,California Tower (non-residential),16/3/2020,"195, 199"
Tuen Mun,"Shopping Centre, Melody Garden (non-residential)",17/3/2020,"120 , 121, 244"
Sha Tin,CCT Telecom Building (non-residential),17/3/2020,"191, 217"
Kowloon City,Hong Kong Baptist Hospital (non-residential),17/3/2020,"195, 243"
Kwai Tsing,"Block 1, Kwai Tak Industrial Centre (non-residential)",17/3/2020,"229, 337, 338"
Central & Western,Bank of China building (non-residential),18/3/2020,"106, 183, 204"
Sha Tin,CCT Telecom Building  (non-residential),18/3/2020,"191, 217, 373"
Central & Western,"ICBC Tower, Garden Road (non-residential)",18/3/2020,"195, 339"
Islands,Tung Chung Crescent (non-residential),19/3/2020,"212, 271"
Sham Shui Po,Cheung Lung Industrial Building (non-residential),19/3/2020,"291, 312, 372, 391, 429"
Central & Western,97 Hollywood Road (non-residential),20/3/2020,"266, 319"
Central & Western,62 Hollywood Road (non-residential),20/3/2020,"266, 342"
Yau Tsim Mong,Manson House (non-residential),20/3/2020,"428, 855"
Central & Western,Ho Lee Commercial Building (non-residential),22/3/2020,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746, 877"
Central & Western,Two Chinachem Plaza (non-residential),22/3/2020,"563, 683"
Wan Chai,76 Jaffe Road (non-residential),24/3/2020,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864, 877, 951"
Yau Tsim Mong,9 Knutsford Terrace (non-residential),24/3/2020,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,  483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863, 904, 906, 998"
Yau Tsim Mong,10-11 Knustsford Terrace (non-residential),24/3/2020,"483, 516"
Yau Tsim Mong,MW Plaza (non-residential),24/3/2020,"567, 842"
Yau Tsim Mong,25 Carnarvon Road (non-residential),24/3/2020,"662, 687, 702, 704, 705, 758, 759"
Wan Chai,Lok Sing Centre (non-residential),25/3/2020,"903, 923, 925, 932, 954"
Wan Chai,23 Luard Road (non-residential),26/3/2020,"682, 857"
Wan Chai,82 Jaffe Road (non-residential),27/3/2020,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746, 877, 973"
Yau Tsim Mong,K11 Musea (non-residential),27/3/2020,"687, 702, 704, 705, 758, 759"
Yau Tsim Mong,iSQUARE (non-residential),28/3/2020,"504, 756"
Yau Tsim Mong,10 Knutsford Terrace (non-residential),28/3/2020,"567, 842"
Southern,23 Yip Kan Street (non-residential),28/3/2020,"719, 801, 849"
Islands,Cathay Pacific City (non-residential),30/3/2020,753
Kowloon City,Hong Kong Baptist Hospital (non-residential),30/3/2020,767
Wan Chai,Lee Tung Avenue (non-residential),30/3/2020,774
Wan Chai,64 Stone Nullah Lane (non-residential),30/3/2020,774
Wong Tai Sin,Man Po Building (non-residential),30/3/2020,797
Yau Tsim Mong,The Gateway Tower 6 (non-residential),30/3/2020,923
Central & Western,Hang Seng Bank Headquarters Building (non-residential),30/3/2020,957
Central & Western,CMB Wing Lung Bank Building (non-residential),30/3/2020,957
Central & Western,Central Government Pier (non-residential),31/3/2020,717
Southern,Global Trade Square (non-residential),31/3/2020,719
Islands,Yat Tung Shopping Centre (non-residential),31/3/2020,753
Sham Shui Po,Precious Blood Hospital (non-residential),31/3/2020,757
Wan Chai,Cheong Ip Building (non-residential),31/3/2020,760
Wan Chai,Ming Fung Building (non-residential),31/3/2020,797
Central & Western,Prince's Building (non-residential),31/3/2020,812
Sai Kung,Beverly Garden Shopping Centre (non-residential),31/3/2020,835
Sai Kung,Beverly Garden (non-residential),31/3/2020,903
Sham Shui Po,D2 Place One (non-residential),31/3/2020,926
Sham Shui Po,Sterling Centre (non-residential),31/3/2020,926
Yuen Long,Cheung Fat Building (non-residential),31/3/2020,926
Yuen Long,Human Health Clinic (Yuen Long) (non-residential),31/3/2020,976
Sham Shui Po,Shek Kip Mei Reporting Centre And PTU KW Operational Base (non-residential),1/4/2020,"663, 854"
Wan Chai,Hong Kong Sanatorium & Hospital (non-residential),1/4/2020,799
Sha Tin,Union Hospital (non-residential),1/4/2020,799
Eastern,Westlands Centre (non-residential),1/4/2020,"801, 960"
Central & Western,Queensway Plaza (non-residential),1/4/2020,863
Wan Chai,Convention Plaza Shopping Arcade (non-residential),1/4/2020,865
Wan Chai,York Place (non-residential),1/4/2020,923
Eastern,"Kwai Tsui House, Wan Tsui Estate (non-residential)",1/4/2020,954
North,Cheung Wah Shopping Centre (non-residential),2/4/2020,855
Wan Chai,38-46 Hennessy Road (non-residential),2/4/2020,923
Yau Tsim Mong,Wing On Plaza (non-residential),2/4/2020,923
Kwun Tong,Wang Cheung Industrial Building (non-residential),2/4/2020,932
Wan Chai,Perkins Road (non-residential),2/4/2020,935
Central & Western,Li Po Chun Chambers (non-residential),2/4/2020,961
Wan Chai,1–29 Tang Lung Street (non-residential),3/4/2020,865
Wan Chai,110-116 Jaffe Road (non-residential),3/4/2020,923
Wan Chai,88 Gloucester Road (non-residential),3/4/2020,"923, 925"
Central & Western,Wings Building (non-residential),3/4/2020,957
Yau Tsim Mong,Ecumenical Christian Building (non-residential),3/4/2020,961
Wan Chai,Lee Garden One (non-residential),3/4/2020,968
Wan Chai,Lee Garden Two (non-residential),3/4/2020,972
Central & Western,Shun Tak Centre (non-residential),4/4/2020,"923, 932"
Wan Chai,Windsor House (non-residential),5/4/2020,"903, 925, 944"
Kowloon City,Ching Long Shopping Centre (non-residential),5/4/2020,925
Tsuen Wan,57-58 Chuen Lung Village (non-residential),5/4/2020,936
Yau Tsim Mong,Bank Centre Mall (non-residential),5/4/2020,936
Sha Tin,New Town Plaza (non-residential),5/4/2020,936
Yau Tsim Mong,MOKO (non-residential),5/4/2020,936
North,"Choi Chu House, Choi Yuen Estate (non-residential)",5/4/2020,945
Eastern,Chai Wan Municipal Services Building Chai Wan Market (non-residential),5/4/2020,958
Wan Chai,Hong Kong Adventist Hospital (non-residential),6/4/2020,935
North,Shek Wu Hui Municipal Services Building (non-residential),6/4/2020,945
North,Union Plaza (non-residential),6/4/2020,945
Eastern,Yue Wan Market (non-residential),6/4/2020,958
Eastern,"Administration Building, Yue Wan Estate (non-residential)",6/4/2020,958
Kwun Tong,Domain (non-residential),6/4/2020,960
Central & Western,121 Bonham Strand (non-residential),6/4/2020,971
Wan Chai,Emperor Group Centre (non-residential),6/4/2020,972
Central & Western,Melbourne Plaza (non-residential),6/4/2020,978
Wong Tai Sin,Pat Tat Industrial Building (non-residential),6/4/2020,978
Central & Western,The Landmark Mandarin Oriental Hotel (non-residential),6/4/2020,978
Yau Tsim Mong,New East Ocean Centre (non-residential),7/4/2020,955
Kowloon City,Festival Walk (non-residential),7/4/2020,955
Central & Western,176 Queen's Road (non-residential),7/4/2020,972
Central & Western,China Insurance Group Building (non-residential),7/4/2020,972
Yuen Long,Kingswood Richly Plaza (non-residential),7/4/2020,996
Yau Tsim Mong,Golden Mansion (non-residential),8/4/2020,972
Yau Tsim Mong,8 Hart Avenue (non-residential),8/4/2020,972
Central & Western,World-Wide House (non-residential),8/4/2020,981
Yuen Long,Pak Yee Building (non-residential),8/4/2020,996
Yuen Long,On Ning Building (non-residential),8/4/2020,996
Yuen Long,+WOO (non-residential),9/4/2020,976
